kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-488,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-488,kl-3_13-BG,kl-3_13-568,kl-3_13-BG,kl-3_14-488,kl-3_14-BG,kl-3_14-568,kl-3_14-BG,kl-3_15-488,kl-3_15-BG,kl-3_15-568,kl-3_15-BG
11.35,0.528,63.65,0,11.864,0.528,76.849,0,3.807,0.236,28.146,0,2.886,0.236,21.75,0,23.57,0.319,65.895,0,14.771,0.208,63.546,0.014,20.938,0.208,74.434,0.014,5.889,0.208,44.309,0,10.025,2.292,56.022,0,22.765,2.292,71.434,0,12.244,0.667,50.498,0.028,5.005,0.667,31.907,0.028,12.732,1.767,58.326,0.044,7.793,1.767,47.152,0.044,11.776,1.767,59.653,0.044
11.609,0.528,63.527,0.014,11.8,0.528,76.802,0.014,3.789,0.375,27.527,0,2.909,0.375,20.085,0,23.006,0.431,64.649,0,14.7,0.181,63.089,0,21.492,0.181,73.918,0,6.137,0.236,44.425,0,9.947,2.042,55.583,0,22.634,2.042,71.272,0,12.229,0.681,50.527,0,4.947,0.681,31.666,0,12.635,1.978,57.861,0.089,7.848,1.978,47.074,0.089,11.731,1.978,59.901,0.089
12.09,0.431,63.424,0,11.78,0.431,75.846,0,4.012,0.319,27.549,0,2.932,0.319,20.924,0,22.789,0.5,64.881,0.028,14.453,0.153,63.12,0.028,21.854,0.153,73.695,0.028,5.905,0.208,43.66,0,9.916,1.917,55.449,0.028,22.994,1.917,71.231,0.028,12.02,0.75,50.29,0.042,4.957,0.75,31.297,0.042,12.629,1.767,58.343,0.078,7.809,1.767,46.582,0.078,11.215,1.767,59.271,0.078
12.268,0.458,63.686,0,11.986,0.458,76.535,0,3.758,0.278,27.562,0.042,2.973,0.278,19.912,0.042,22.507,0.403,64.354,0,14.365,0.097,62.974,0.028,22.279,0.097,73.462,0.028,6.26,0.181,43.964,0.014,9.864,1.972,55.278,0.014,22.946,1.972,71.119,0.014,12.022,0.764,50.162,0.042,5.016,0.764,31.285,0.042,12.545,1.644,57.532,0.089,7.601,1.644,45.699,0.089,11.228,1.644,58.776,0.089
12.564,0.514,63.443,0.014,11.992,0.514,75.663,0.014,3.75,0.306,27.52,0,3.401,0.306,19.053,0,22.323,0.292,64.239,0,14.388,0.222,62.863,0.014,22.505,0.222,73.594,0.014,6.295,0.181,43.243,0.014,9.961,1.847,54.731,0.042,22.854,1.847,70.908,0.042,12.016,0.736,49.984,0.042,4.862,0.736,30.977,0.042,12.545,1.656,58.249,0.111,7.412,1.656,46.138,0.111,11.126,1.656,56.677,0.111
12.552,0.556,63.685,0,11.813,0.556,74.84,0,3.821,0.278,26.837,0.028,3.398,0.278,20.067,0.028,22.249,0.361,64.469,0.014,14.247,0.194,63.066,0,23.12,0.194,74.18,0,6.204,0.278,43.057,0.028,9.827,2.153,54.659,0,22.857,2.153,71.229,0,11.944,0.722,49.324,0.014,4.785,0.722,31.395,0.014,12.557,1.589,57.103,0.122,7.285,1.589,44.691,0.122,10.77,1.589,57.7,0.122
12.794,0.5,63.05,0.014,11.979,0.5,74.521,0.014,3.665,0.25,25.485,0.014,3.548,0.25,19.951,0.014,21.877,0.486,64.154,0.028,14.154,0.167,62.555,0,23.192,0.167,73.868,0,6.256,0.194,42.62,0,9.886,1.972,54.245,0.014,23.209,1.972,70.534,0.014,11.863,0.569,49.674,0.014,4.628,0.569,31.114,0.014,12.394,2.011,58.053,0.111,7.253,2.011,44.888,0.111,10.488,2.011,56.266,0.111
12.562,0.542,62.428,0.014,11.721,0.542,73.535,0.014,3.453,0.292,25.662,0,3.715,0.292,20.02,0,21.708,0.389,63.904,0.028,14.351,0.208,62.879,0.014,23.399,0.208,73.674,0.014,5.889,0.139,39.855,0.014,9.977,2.25,54.198,0,23.353,2.25,70.742,0,12.043,0.889,49.257,0.014,4.661,0.889,31.036,0.014,12.507,1.833,57.43,0.1,7.269,1.833,43.811,0.1,10.145,1.833,56.61,0.1
12.603,0.417,62.83,0.028,11.807,0.417,74.093,0.028,3.725,0.333,26.02,0.014,3.47,0.333,19.232,0.014,21.498,0.278,63.651,0.014,14.084,0.167,62.048,0.014,23.429,0.167,73.725,0.014,6.525,0.194,42.807,0,9.794,1.944,54.022,0,23.403,1.944,70.667,0,11.727,0.694,49.553,0.028,4.797,0.694,31.203,0.028,12.308,1.933,57.423,0.111,7.104,1.933,44.274,0.111,10.214,1.933,56.512,0.111
13.387,0.653,64.203,0.028,11.951,0.653,73.895,0.028,3.787,0.375,26.383,0.014,3.31,0.375,19.531,0.014,20.892,0.472,63.468,0,13.976,0.153,62.721,0,23.747,0.153,73.445,0,6.489,0.181,41.784,0,10.085,1.597,53.568,0,23.236,1.597,71.366,0,11.937,0.806,49.463,0.042,4.683,0.806,30.514,0.042,11.886,1.578,56.895,0.156,7.487,1.578,43.12,0.156,9.636,1.578,55.111,0.156
13.491,0.556,64.327,0.028,11.919,0.556,73.336,0.028,3.743,0.319,25.962,0,3.319,0.319,18.97,0,20.868,0.375,63.032,0.056,13.935,0.222,62.378,0,24.228,0.222,73.553,0,6.725,0.222,41.643,0.014,9.805,2.264,53.344,0,23.025,2.264,70.354,0,11.723,0.583,49.221,0.042,4.589,0.583,30.553,0.042,12.308,1.622,56.886,0.089,6.843,1.622,43.774,0.089,9.795,1.622,54.388,0.089
13.593,0.486,64.204,0,11.926,0.486,73.071,0,3.737,0.264,26.287,0,3.496,0.264,19.75,0,20.588,0.389,63.15,0,14.01,0.236,62.709,0.014,24.471,0.236,73.527,0.014,6.509,0.222,41.857,0.014,9.908,1.75,53.589,0,23.06,1.75,70.3,0,12.109,0.764,49.549,0,4.517,0.764,30.794,0,12.374,1.9,56.809,0.056,7.059,1.9,42.883,0.056,9.618,1.9,54.847,0.056
13.917,0.625,64.29,0.014,12.122,0.625,72.817,0.014,3.714,0.208,26.068,0,3.481,0.208,18.973,0,20.374,0.431,62.421,0,14.239,0.208,62.263,0.014,24.449,0.208,73.956,0.014,6.741,0.208,41.28,0.014,9.828,2.069,53.062,0.014,23.533,2.069,70.117,0.014,11.757,0.556,49.52,0.014,4.36,0.556,30.252,0.014,12.33,2.122,56.9,0.178,6.83,2.122,41.91,0.178,9.467,2.122,53.16,0.178
13.896,0.569,64.514,0.014,11.94,0.569,72.152,0.014,3.667,0.25,25.724,0.014,3.099,0.25,17.294,0.014,19.876,0.389,61.843,0,14.024,0.181,62.576,0,24.637,0.181,73.95,0,6.767,0.181,40.84,0,9.722,2.278,51.182,0.028,23.322,2.278,69.933,0.028,11.673,0.681,48.939,0,4.482,0.681,30.331,0,12.136,1.7,56.031,0.089,7.08,1.7,41.051,0.089,9.711,1.7,53.677,0.089
14.015,0.639,64.412,0.014,12.013,0.639,71.651,0.014,3.685,0.264,25.618,0.028,3.41,0.264,18.103,0.028,19.932,0.375,62.105,0.028,13.835,0.181,62.254,0.014,24.473,0.181,72.827,0.014,6.657,0.236,40.128,0,9.805,2.306,52.065,0,23.136,2.306,69.86,0,11.732,0.653,48.655,0.014,4.449,0.653,30.293,0.014,12.192,1.7,56.357,0.122,6.862,1.7,41.138,0.122,9.348,1.7,52.452,0.122
14.29,0.542,64.122,0,11.832,0.542,71.05,0,3.795,0.278,25.561,0.028,3.065,0.278,17.59,0.028,19.385,0.528,61.193,0.014,13.697,0.236,62.06,0.028,24.139,0.236,71.578,0.028,6.8,0.194,40.121,0,9.735,1.931,51.719,0,23.004,1.931,69.692,0,11.649,0.667,48.996,0.056,4.506,0.667,30.209,0.056,11.901,1.589,55.87,0.078,7.021,1.589,41.215,0.078,8.883,1.589,49.377,0.078
14.366,0.611,64.494,0.014,11.039,0.611,65.776,0.014,3.761,0.306,26.013,0,3.399,0.306,18.326,0,19.122,0.333,61.046,0.042,13.717,0.139,62.144,0,24.178,0.139,71.633,0,6.531,0.153,40.059,0.014,9.887,2.097,51.802,0.014,23.184,2.097,69.856,0.014,11.643,0.597,49.055,0.014,4.333,0.597,29.654,0.014,11.897,1.833,55.784,0.144,7.056,1.833,40.444,0.144,9.314,1.833,51.271,0.144
14.182,0.472,64.332,0,11.984,0.472,69.765,0,3.75,0.375,25.696,0.028,3.319,0.375,18.158,0.028,18.985,0.431,60.837,0,13.741,0.236,60.911,0,24.145,0.236,72.266,0,6.784,0.278,39.373,0,9.762,1.819,51.332,0,22.745,1.819,68.676,0,11.412,0.861,48.605,0.028,4.365,0.861,29.524,0.028,11.959,1.367,56.374,0.1,6.843,1.367,40.769,0.1,9.018,1.367,51.156,0.1
14.385,0.667,64.44,0,11.867,0.667,69.594,0,3.766,0.347,25.395,0.014,3.25,0.347,17.979,0.014,18.66,0.389,60.424,0.014,13.447,0.125,59.689,0,24.67,0.125,72.337,0,6.483,0.222,39.18,0,9.851,2,51.448,0.014,22.965,2,69.093,0.014,11.457,0.778,48.301,0.014,4.313,0.778,29.397,0.014,12.221,1.756,55.527,0.122,6.912,1.756,39.806,0.122,8.815,1.756,50.102,0.122
14.349,0.597,64.042,0,11.763,0.597,69,0,3.626,0.292,24.74,0,3.024,0.292,16.144,0,18.793,0.417,60.132,0.028,13.412,0.181,59.156,0.014,25.165,0.181,73.143,0.014,6.881,0.278,38.859,0.028,9.794,1.889,51.249,0.014,22.714,1.889,69.1,0.014,11.364,0.722,48.356,0.028,4.374,0.722,29.363,0.028,11.934,1.533,55.915,0.178,6.896,1.533,39.402,0.178,8.959,1.533,50.596,0.178
14.293,0.597,64.19,0.014,11.664,0.597,69.023,0.014,3.565,0.347,24.866,0.014,3.074,0.347,17.017,0.014,18.236,0.444,59.993,0.014,13.536,0.208,60.113,0,25.174,0.208,73.696,0,6.881,0.181,38.68,0.028,9.907,1.583,50.647,0,22.433,1.583,67.539,0,11.223,0.792,47.548,0.014,4.283,0.792,29.446,0.014,12.049,1.789,55.34,0.122,6.622,1.789,38.971,0.122,8.61,1.789,49.262,0.122
14.581,0.75,63.958,0,11.6,0.75,68.298,0,3.633,0.319,24.271,0,2.989,0.319,15.988,0,18.231,0.431,59.129,0,13.803,0.25,60.966,0,25.614,0.25,73.335,0,6.683,0.306,38.217,0.014,9.828,1.694,50.355,0,22.559,1.694,68.505,0,11.318,0.861,47.609,0.028,4.367,0.861,29.308,0.028,11.867,1.578,55.541,0.144,6.763,1.578,38.91,0.144,8.571,1.578,49.39,0.144
14.677,0.667,63.849,0.014,11.806,0.667,68.009,0.014,3.637,0.125,24.126,0.014,3.042,0.125,15.703,0.014,18.049,0.597,59.228,0.014,13.883,0.222,60.844,0,25.449,0.222,73.151,0,6.677,0.292,37.669,0,9.922,1.986,50.465,0.014,22.606,1.986,68.254,0.014,11.257,0.639,47.763,0,4.156,0.639,28.903,0,11.969,1.544,54.535,0.156,6.636,1.544,38.274,0.156,8.334,1.544,48.149,0.156
14.889,0.597,64.455,0,11.673,0.597,67.665,0,3.525,0.181,24.147,0,2.93,0.181,15.229,0,17.93,0.375,58.577,0.014,13.943,0.181,60.825,0.028,25.557,0.181,73.352,0.028,6.516,0.25,37.524,0,9.934,1.819,49.898,0,22.677,1.819,67.977,0,11.366,0.708,47.429,0.028,4.108,0.708,28.339,0.028,11.689,1.689,54.61,0.144,6.577,1.689,37.912,0.144,8.357,1.689,47.303,0.144
14.756,0.625,63.79,0.014,11.643,0.625,67.473,0.014,3.633,0.333,24.095,0,2.961,0.333,15.675,0,17.529,0.389,58.484,0,14.109,0.139,61.126,0,25.589,0.139,73.111,0,6.56,0.208,37.437,0.028,9.927,2.292,49.83,0,22.032,2.292,67.581,0,11.176,0.889,47.521,0.042,4.135,0.889,28.828,0.042,12.041,1.622,54.227,0.156,6.54,1.622,37.391,0.156,8.136,1.622,46.828,0.156
14.578,0.625,63.914,0,11.681,0.625,67.291,0,3.606,0.292,24.126,0,2.877,0.292,15.131,0,17.272,0.444,58.214,0.014,14.067,0.278,61.475,0,26.054,0.278,73.274,0,6.487,0.208,36.7,0.028,9.761,2.153,49.391,0,22.298,2.153,67.774,0,10.941,0.708,46.835,0.014,4.225,0.708,28.755,0.014,11.97,1.633,54.797,0.111,6.572,1.633,37.54,0.111,8.26,1.633,46.905,0.111
14.743,0.583,63.716,0,11.592,0.583,66.502,0,3.637,0.444,24.011,0,3.041,0.444,15.909,0,17.313,0.583,58.108,0,14.191,0.153,61.145,0,25.944,0.153,73.748,0,6.569,0.222,36.223,0.014,9.923,1.889,49.21,0.028,21.995,1.889,67.076,0.028,11.097,0.736,46.957,0.042,4.312,0.736,28.839,0.042,11.873,1.422,55.094,0.044,6.221,1.422,36.915,0.044,7.869,1.422,46.478,0.044
14.562,0.583,63.196,0,11.49,0.583,66.392,0,3.545,0.403,23.772,0,2.994,0.403,14.883,0,17.124,0.361,57.51,0.042,14.277,0.194,61.225,0,26.116,0.194,73.451,0,6.295,0.181,35.661,0,9.866,1.875,48.923,0.028,21.771,1.875,66.919,0.028,10.945,0.736,46.599,0.014,4.195,0.736,28.619,0.014,11.889,1.611,54.357,0.122,6.354,1.611,36.668,0.122,7.887,1.611,45.397,0.122
14.756,0.472,63.388,0.014,10.864,0.472,60.537,0.014,3.659,0.236,24.276,0.028,2.897,0.236,15.498,0.028,16.913,0.444,56.639,0.014,14.128,0.236,60.996,0,26.088,0.236,73.537,0,6.611,0.292,35.553,0,10.001,1.819,48.207,0,22.08,1.819,66.556,0,10.889,0.764,46.654,0.028,4.161,0.764,28.5,0.028,11.956,1.522,54.249,0.144,6.306,1.522,36.545,0.144,7.966,1.522,44.892,0.144
