6-Pgd_1-488,6-Pgd_1-BG,6-Pgd_1-568,6-Pgd_1-BG,6-Pgd_2-488,6-Pgd_2-BG,6-Pgd_2-568,6-Pgd_2-BG,6-Pgd_3-488,6-Pgd_3-BG,6-Pgd_3-568,6-Pgd_3-BG,6-Pgd_4-488,6-Pgd_4-BG,6-Pgd_4-568,6-Pgd_4-BG,6-Pgd_5-488,6-Pgd_5-BG,6-Pgd_5-568,6-Pgd_5-BG,6-Pgd_6-488,6-Pgd_6-BG,6-Pgd_6-568,6-Pgd_6-BG,6-Pgd_7-488,6-Pgd_7-BG,6-Pgd_7-568,6-Pgd_7-BG,6-Pgd_8-488,6-Pgd_8-BG,6-Pgd_8-568,6-Pgd_8-BG,6-Pgd_9-488,6-Pgd_9-BG,6-Pgd_9-568,6-Pgd_9-BG,6-Pgd_10-488,6-Pgd_10-BG,6-Pgd_10-568,6-Pgd_10-BG,6-Pgd_10-488,6-Pgd_10-BG,6-Pgd_10-568,6-Pgd_10-BG,6-Pgd_11-488,6-Pgd_11-BG,6-Pgd_11-568,6-Pgd_11-BG,6-Pgd_11-488,6-Pgd_11-BG,6-Pgd_11-568,6-Pgd_11-BG,6-Pgd_12-488,6-Pgd_12-BG,6-Pgd_12-568,6-Pgd_12-BG,6-Pgd_13-488,6-Pgd_13-BG,6-Pgd_13-568,6-Pgd_13-BG,6-Pgd_14-488,6-Pgd_14-BG,6-Pgd_14-568,6-Pgd_14-BG,6-Pgd_1-488,6-Pgd_1-BG,6-Pgd_1-568,6-Pgd_1-BG,6-Pgd_2-488,6-Pgd_2-BG,6-Pgd_2-568,6-Pgd_2-BG,6-Pgd_3-488,6-Pgd_3-BG,6-Pgd_3-568,6-Pgd_3-BG,6-Pgd_4-488,6-Pgd_4-BG,6-Pgd_4-568,6-Pgd_4-BG,6-Pgd_5-488,6-Pgd_5-BG,6-Pgd_5-568,6-Pgd_5-BG
26.893,0.242,7.957,0.417,24.536,0.242,10.904,0.417,18.674,0.5,4.322,0.375,31.645,0.533,13.833,0.728,30.214,0.533,7.356,0.728,18.839,0.011,13.718,0.086,8.052,0.025,5.082,0.044,28.948,0.2,15.904,0.678,35.147,2.044,14.616,1.053,23.31,0.044,10.156,0.131,25.009,0.044,11.329,0.131,16.332,0.567,11.825,0.622,17.209,0.567,13.144,0.622,15.573,0.05,11.597,0.153,13.692,0.047,7.707,0.114,19.749,0.014,11.307,0.083,28.433,0.215,9.596,0.238,23.554,0.218,8.659,0.383,14.923,0.177,13.041,0.59,9.896,0.048,7.894,0.079,7.979,0.141,4.949,0.163
27.091,0.228,8.408,0.436,24.565,0.228,11.605,0.436,18.465,0.472,4.342,0.381,31.858,0.525,15.222,0.689,30.058,0.525,7.748,0.689,18.901,0.017,13.756,0.092,8.123,0.036,5.099,0.069,28.804,0.325,15.921,0.894,36.055,2.125,15.281,1.028,23.829,0.047,10.44,0.164,24.817,0.047,11.587,0.164,16.379,0.544,12.777,0.533,17.364,0.544,14.213,0.533,15.493,0.044,12.413,0.133,13.85,0.036,8.038,0.111,19.969,0.017,12.327,0.083,28.559,0.156,10.193,0.322,23.77,0.209,9.168,0.336,14.938,0.222,13.501,0.639,9.66,0.034,7.889,0.091,8.097,0.129,5.216,0.172
27.304,0.292,8.978,0.458,24.576,0.292,12.259,0.458,18.601,0.497,4.553,0.353,31.763,0.447,16.082,0.642,30.307,0.447,8.338,0.642,18.913,0.036,13.806,0.097,8.205,0.033,5.122,0.056,28.856,0.419,16.317,1.303,35.273,1.997,15.754,1.122,22.609,0.064,10.138,0.128,24.87,0.064,12.003,0.128,16.351,0.542,13.426,0.525,17.35,0.542,15.073,0.525,15.375,0.053,12.905,0.156,13.884,0.044,8.345,0.097,20.087,0.022,13.177,0.081,28.449,0.218,10.689,0.265,23.765,0.204,9.395,0.367,14.914,0.166,13.986,0.624,9.517,0.041,8.138,0.082,8.206,0.127,5.427,0.197
27.61,0.219,9.429,0.431,24.577,0.219,12.996,0.431,18.45,0.481,4.646,0.383,31.692,0.481,16.761,0.65,30.275,0.481,8.752,0.65,18.954,0.031,13.873,0.1,8.154,0.028,5.228,0.058,28.632,0.308,16.354,1.078,35.471,2.067,16.301,1.108,23.674,0.081,10.893,0.142,24.524,0.081,12.127,0.142,16.393,0.533,13.797,0.528,17.222,0.533,15.31,0.528,15.378,0.053,13.349,0.161,13.999,0.039,8.745,0.094,20.083,0.017,14.036,0.069,28.12,0.166,11.156,0.274,23.607,0.218,9.509,0.317,14.895,0.181,14.389,0.624,9.499,0.032,8.46,0.054,8.281,0.129,5.524,0.211
27.743,0.281,9.822,0.339,24.447,0.281,13.396,0.339,18.691,0.5,4.876,0.422,31.831,0.539,17.141,0.567,30.607,0.539,9.104,0.567,18.789,0.019,14.077,0.1,8.177,0.006,5.238,0.042,28.104,0.247,16.292,0.797,35.364,1.986,16.826,1.178,23.023,0.05,10.884,0.156,24.317,0.05,12.344,0.156,16.148,0.481,13.851,0.544,17.227,0.481,15.671,0.544,15.389,0.033,13.692,0.181,13.838,0.014,8.929,0.117,19.944,0.019,14.584,0.078,27.806,0.213,11.413,0.331,23.459,0.195,9.663,0.397,15.108,0.209,14.812,0.553,9.507,0.025,8.668,0.093,8.258,0.111,5.672,0.179
27.851,0.208,10.189,0.406,24.415,0.208,13.823,0.406,18.462,0.403,4.935,0.414,31.931,0.5,17.413,0.556,30.719,0.5,9.499,0.556,18.679,0.019,14.161,0.1,8.144,0.047,5.308,0.053,27.961,0.225,16.438,0.728,34.707,1.914,17.099,1.078,22.922,0.075,11.009,0.158,24.102,0.075,12.639,0.158,16.256,0.592,14.117,0.569,17.361,0.592,15.769,0.569,15.452,0.053,13.972,0.142,13.893,0.031,9.087,0.117,19.883,0.019,15.145,0.072,27.717,0.181,11.676,0.293,23.262,0.177,9.803,0.347,15.039,0.179,14.977,0.565,9.608,0.045,8.807,0.111,8.381,0.143,5.87,0.175
28.046,0.222,10.498,0.397,24.539,0.222,14.034,0.397,18.694,0.508,5.143,0.356,31.823,0.5,17.685,0.689,31.012,0.5,9.88,0.689,18.472,0.019,14.1,0.092,8.075,0.017,5.353,0.058,28.007,0.297,16.643,0.803,35.094,2.017,17.706,1.092,22.579,0.069,11.02,0.178,23.974,0.069,12.867,0.178,16.409,0.553,14.31,0.622,17.462,0.553,16.013,0.622,15.457,0.05,14.106,0.161,13.928,0.05,9.373,0.083,20.008,0.022,15.566,0.081,28.147,0.211,11.967,0.333,23.587,0.166,9.985,0.401,15.018,0.175,15.056,0.583,9.647,0.048,9.031,0.104,8.258,0.138,5.892,0.177
27.956,0.264,10.796,0.322,24.516,0.264,14.325,0.322,18.843,0.467,5.276,0.431,31.875,0.481,17.691,0.589,31.18,0.481,10.192,0.589,18.292,0.022,14.199,0.067,8.022,0.022,5.456,0.039,27.935,0.322,16.78,1.003,34.749,1.908,18.032,1.2,22.778,0.069,11.392,0.181,23.939,0.069,13.163,0.181,16.568,0.494,14.363,0.536,17.211,0.494,15.84,0.536,15.421,0.056,14.182,0.175,14.054,0.047,9.617,0.092,20.014,0.014,15.972,0.056,28.945,0.177,12.303,0.302,23.954,0.197,10.3,0.385,14.999,0.175,15.156,0.694,9.802,0.032,9.172,0.073,8.277,0.122,5.962,0.179
27.996,0.206,11.01,0.431,24.638,0.206,14.494,0.431,18.648,0.417,5.36,0.425,31.712,0.389,17.63,0.611,31.226,0.389,10.355,0.611,18.195,0.019,14.084,0.097,8.026,0.028,5.477,0.042,28.206,0.372,17.186,1.053,34.681,2.1,18.224,1.208,22.772,0.067,11.597,0.139,23.857,0.067,13.445,0.139,16.238,0.578,14.233,0.564,17.241,0.578,15.814,0.564,15.412,0.047,14.196,0.133,14.067,0.039,9.789,0.092,20.013,0.039,16.194,0.072,28.848,0.243,12.544,0.324,24.013,0.209,10.349,0.383,14.996,0.166,15.138,0.61,9.683,0.039,9.312,0.098,8.327,0.141,6.05,0.224
27.951,0.222,11.219,0.425,24.769,0.222,14.724,0.425,18.804,0.431,5.562,0.392,31.905,0.508,17.765,0.619,31.449,0.508,10.772,0.619,18.275,0.025,14.298,0.064,8.04,0.022,5.596,0.05,28.075,0.358,17.237,0.983,34.778,1.986,18.672,1.144,22.87,0.064,11.788,0.139,23.755,0.064,13.668,0.139,16.449,0.519,14.444,0.519,16.92,0.519,15.686,0.519,15.25,0.036,14.208,0.139,13.972,0.031,9.885,0.092,19.878,0.017,16.394,0.094,28.861,0.202,12.706,0.342,23.98,0.238,10.384,0.392,14.991,0.177,15.05,0.594,9.808,0.032,9.481,0.1,8.299,0.152,6.056,0.247
27.983,0.217,11.429,0.4,24.77,0.217,14.919,0.4,18.926,0.411,5.683,0.433,31.815,0.503,17.749,0.644,31.449,0.503,11.051,0.644,18.168,0.036,14.273,0.103,8.041,0.022,5.599,0.075,27.898,0.381,17.297,0.981,34.721,1.972,18.927,1.081,22.732,0.067,11.978,0.175,23.849,0.067,13.792,0.175,16.139,0.486,14.26,0.511,17.091,0.486,15.76,0.511,15.212,0.036,14.152,0.133,13.843,0.039,10.062,0.094,19.597,0.019,16.374,0.078,29.087,0.2,12.942,0.317,24.181,0.22,10.512,0.442,15.046,0.188,15.16,0.628,9.368,0.039,9.437,0.125,8.194,0.138,6.074,0.222
27.958,0.244,11.543,0.347,24.771,0.244,14.985,0.347,18.779,0.439,5.87,0.403,31.671,0.569,17.642,0.672,31.644,0.569,11.309,0.672,18.055,0.028,14.323,0.086,7.984,0.019,5.679,0.047,27.869,0.289,17.402,0.878,34.835,2.036,19.33,1.233,22.811,0.053,12.202,0.203,23.6,0.053,13.966,0.203,16.284,0.561,14.279,0.617,17.186,0.561,15.856,0.617,15.115,0.047,14.137,0.119,13.832,0.019,10.107,0.083,19.423,0.022,16.489,0.078,29.257,0.184,13.048,0.372,24.187,0.19,10.522,0.399,14.986,0.204,14.999,0.624,9.821,0.032,9.917,0.048,8.119,0.161,6.103,0.136
27.804,0.219,11.733,0.414,24.846,0.219,14.989,0.414,18.988,0.447,5.934,0.394,31.814,0.469,17.641,0.6,31.713,0.469,11.556,0.6,18.067,0.05,14.521,0.092,8.063,0.019,5.708,0.039,27.971,0.392,17.555,1.153,34.737,2.028,19.505,1.142,23.085,0.053,12.524,0.15,23.633,0.053,14.187,0.15,16.481,0.564,14.456,0.622,16.887,0.564,15.54,0.622,15.207,0.047,14.097,0.178,13.905,0.031,10.277,0.103,19.455,0.025,16.554,0.111,29.434,0.188,13.256,0.361,24.245,0.234,10.643,0.395,15.041,0.204,15.04,0.576,9.966,0.052,9.978,0.091,8.169,0.141,6.139,0.177
27.715,0.219,11.696,0.361,24.885,0.219,15.162,0.361,19.229,0.461,6.089,0.406,31.838,0.464,17.641,0.656,32.185,0.464,11.838,0.656,18.156,0.031,14.514,0.067,8.017,0.022,5.87,0.056,28.056,0.331,17.807,0.981,34.763,2.147,19.773,1.158,22.763,0.075,12.495,0.158,23.754,0.075,14.349,0.158,16.258,0.586,14.405,0.458,16.96,0.586,15.587,0.458,15.2,0.033,14.024,0.125,13.774,0.033,10.259,0.103,19.289,0.025,16.63,0.092,29.125,0.175,13.22,0.417,24.02,0.166,10.427,0.456,14.898,0.179,14.853,0.678,9.646,0.057,9.912,0.093,8.165,0.125,6.275,0.204
27.618,0.231,11.733,0.394,25.096,0.231,15.242,0.394,19.519,0.492,6.298,0.431,31.776,0.536,17.743,0.608,32.535,0.536,12.09,0.608,18.032,0.014,14.571,0.106,8.074,0.025,5.92,0.047,27.662,0.303,17.58,0.897,34.662,1.975,19.882,1.064,22.635,0.072,12.512,0.189,23.801,0.072,14.487,0.189,16.105,0.517,14.316,0.489,16.895,0.517,15.678,0.489,15.219,0.033,14.045,0.153,13.712,0.031,10.335,0.111,19.125,0.014,16.564,0.075,28.909,0.181,13.341,0.372,23.878,0.2,10.613,0.435,14.812,0.197,14.793,0.687,9.555,0.059,9.776,0.073,10.913,0.129,8.692,0.188
27.622,0.211,11.951,0.375,24.964,0.211,15.298,0.375,19.209,0.419,6.302,0.339,31.523,0.506,17.409,0.614,31.955,0.506,12.062,0.614,18.023,0.025,14.581,0.106,8.021,0.008,5.924,0.05,27.426,0.306,17.499,0.853,34.21,1.931,19.846,1.097,22.526,0.092,12.666,0.208,23.809,0.092,14.669,0.208,15.999,0.517,14.369,0.456,16.702,0.517,15.549,0.456,15.018,0.039,14.02,0.144,13.63,0.028,10.364,0.131,19.015,0.031,16.621,0.086,28.991,0.204,13.409,0.408,23.935,0.184,10.653,0.388,14.818,0.227,14.735,0.653,10.005,0.043,10.236,0.077,10.087,0.156,7.925,0.2
27.846,0.217,12.103,0.408,24.912,0.217,15.248,0.408,19.443,0.425,6.446,0.358,31.753,0.519,17.465,0.733,32.135,0.519,12.253,0.733,18.01,0.019,14.668,0.092,8.05,0.025,6.026,0.081,27.428,0.314,17.688,0.792,34.316,1.822,20.082,1.131,22.411,0.064,12.742,0.158,23.787,0.064,14.845,0.158,16.116,0.486,14.322,0.458,16.754,0.486,15.541,0.458,15.064,0.044,14.012,0.147,13.556,0.033,10.359,0.075,18.821,0.022,16.52,0.081,29.026,0.231,13.617,0.358,24.172,0.22,10.723,0.397,14.959,0.213,14.826,0.649,9.745,0.048,9.86,0.091,10.378,0.143,8.251,0.204
28.096,0.25,12.266,0.439,24.687,0.25,15.369,0.439,19.223,0.442,6.482,0.367,31.499,0.5,17.446,0.661,32.085,0.5,12.41,0.661,18,0.039,14.718,0.069,8.034,0.031,6.061,0.053,27.791,0.325,18.025,0.953,34.748,1.981,20.458,1.175,22.796,0.067,13.008,0.117,23.454,0.067,14.835,0.117,15.868,0.586,14.281,0.461,16.554,0.586,15.461,0.461,14.81,0.042,13.977,0.181,13.448,0.039,10.438,0.108,18.686,0.019,16.528,0.086,29.088,0.175,13.629,0.374,24.131,0.231,10.746,0.478,14.929,0.206,14.856,0.635,9.792,0.048,9.939,0.084,10.567,0.118,8.54,0.2
28.062,0.214,12.284,0.403,24.725,0.214,15.388,0.403,19.264,0.467,6.484,0.378,31.388,0.467,17.462,0.561,32.032,0.467,12.453,0.561,18.018,0.036,14.793,0.097,7.962,0.006,6.11,0.081,27.62,0.325,18.055,0.833,34.51,1.975,20.664,1.122,22.404,0.086,12.95,0.181,23.823,0.086,15.035,0.181,16.023,0.511,14.417,0.569,16.531,0.511,15.562,0.569,14.789,0.05,13.89,0.156,13.534,0.042,10.491,0.089,18.594,0.033,16.584,0.081,28.695,0.177,13.551,0.347,23.866,0.186,10.56,0.363,14.929,0.166,14.9,0.596,9.929,0.045,10.244,0.084,10.677,0.127,8.802,0.193
28.054,0.225,12.368,0.389,24.751,0.225,15.537,0.389,19.384,0.433,6.65,0.411,31.438,0.586,17.405,0.639,32.228,0.586,12.689,0.639,18.052,0.019,14.841,0.061,7.996,0.025,6.249,0.061,27.507,0.342,17.946,0.867,34.828,1.969,21.085,1.142,22.254,0.058,13.066,0.139,24.068,0.058,15.299,0.139,15.998,0.508,14.33,0.519,16.218,0.508,15.301,0.519,14.823,0.053,13.931,0.147,13.538,0.036,10.545,0.081,18.713,0.036,16.512,0.05,28.211,0.163,13.546,0.34,23.53,0.209,10.444,0.406,14.894,0.186,14.72,0.644,9.428,0.036,9.731,0.084,10.747,0.122,8.785,0.163
27.987,0.236,12.414,0.383,24.854,0.236,15.621,0.383,19.468,0.478,6.683,0.358,31.541,0.489,17.301,0.6,32.189,0.489,12.718,0.6,18.063,0.019,14.892,0.069,7.94,0.039,6.355,0.061,27.511,0.356,18.11,0.814,34.744,1.953,21.294,1.069,22.268,0.064,13.189,0.169,23.716,0.064,15.355,0.169,15.945,0.519,14.274,0.561,16.409,0.519,15.425,0.561,14.792,0.042,13.93,0.156,13.631,0.031,10.618,0.125,18.807,0.033,16.695,0.081,27.653,0.19,13.286,0.277,23.307,0.19,10.31,0.34,14.875,0.204,14.683,0.701,9.7,0.032,10.151,0.084,10.768,0.136,8.855,0.211
28.094,0.236,12.574,0.378,24.844,0.236,15.642,0.378,19.494,0.481,6.746,0.444,31.546,0.572,17.32,0.631,32.264,0.572,13.057,0.631,17.982,0.025,14.91,0.072,8.022,0.031,6.317,0.061,27.385,0.3,18.045,0.775,34.754,1.944,21.354,1.094,22.556,0.075,13.401,0.192,23.759,0.075,15.452,0.192,16.097,0.528,14.396,0.522,16.388,0.528,15.392,0.522,14.743,0.047,14.041,0.136,13.745,0.036,10.688,0.142,18.743,0.028,16.613,0.078,27.845,0.193,13.487,0.293,23.454,0.181,10.3,0.401,14.804,0.186,14.666,0.61,9.659,0.029,10.377,0.088,10.867,0.129,9.009,0.243
27.781,0.228,12.487,0.394,24.862,0.228,15.688,0.394,19.221,0.492,6.778,0.414,31.118,0.453,17.284,0.714,31.987,0.453,12.981,0.714,17.902,0.036,14.856,0.081,7.993,0.022,6.394,0.044,27.461,0.311,18.148,0.756,34.58,1.953,21.519,1.142,22.432,0.094,13.46,0.142,23.884,0.094,15.506,0.142,15.997,0.597,14.464,0.506,16.186,0.597,15.327,0.506,14.648,0.028,13.83,0.172,13.767,0.019,10.83,0.078,18.854,0.025,16.65,0.1,28.28,0.163,13.636,0.315,23.651,0.195,10.6,0.351,14.837,0.197,14.659,0.63,9.601,0.036,10.42,0.061,10.951,0.12,9.194,0.193
27.62,0.219,12.575,0.386,24.927,0.219,15.874,0.386,19.336,0.419,6.917,0.372,31.174,0.517,17.222,0.603,32.041,0.517,13.078,0.603,18.002,0.033,15.005,0.092,8.021,0.061,6.439,0.033,27.553,0.303,18.407,0.964,34.928,2.186,21.874,1.053,22.671,0.069,13.779,0.178,23.619,0.069,15.645,0.178,15.697,0.517,14.223,0.497,16.091,0.517,15.229,0.497,14.535,0.025,13.774,0.183,13.648,0.042,10.759,0.119,18.688,0.022,16.622,0.083,28.15,0.186,13.578,0.283,23.593,0.227,10.615,0.374,14.707,0.163,14.585,0.592,9.589,0.043,10.66,0.093,11.027,0.161,9.235,0.218
27.78,0.247,12.674,0.442,24.903,0.247,15.872,0.442,19.154,0.375,6.956,0.397,31.034,0.594,17.254,0.619,31.676,0.594,13.25,0.619,17.967,0.022,14.993,0.092,7.988,0.036,6.541,0.05,27.482,0.272,18.422,0.703,33.99,1.864,21.684,1.072,22.512,0.069,13.98,0.156,23.731,0.069,15.8,0.156,15.727,0.567,14.265,0.564,15.924,0.567,15.067,0.564,14.435,0.028,13.749,0.133,13.824,0.031,10.839,0.097,18.879,0.025,16.736,0.081,28.303,0.197,13.722,0.297,23.763,0.218,10.755,0.374,14.76,0.193,14.693,0.61,9.801,0.057,10.613,0.075,10.952,0.127,9.237,0.168
27.751,0.272,12.624,0.361,25.018,0.272,15.885,0.361,19.154,0.381,6.968,0.4,31.024,0.531,17.221,0.636,31.877,0.531,13.266,0.636,17.974,0.036,15.068,0.072,7.998,0.039,6.588,0.053,27.565,0.264,18.649,0.894,34.296,1.942,21.967,1.256,22.904,0.05,14.215,0.189,23.595,0.05,15.855,0.189,15.529,0.517,14.135,0.536,15.955,0.517,15.174,0.536,14.445,0.033,13.777,0.186,13.827,0.036,10.985,0.086,18.982,0.014,16.808,0.081,28.198,0.2,13.781,0.299,23.542,0.222,10.697,0.372,14.756,0.202,14.699,0.624,9.868,0.054,10.705,0.073,10.798,0.143,9.445,0.159
27.815,0.2,12.789,0.367,24.983,0.2,15.947,0.367,19.303,0.461,7.083,0.431,30.93,0.525,17.315,0.633,31.985,0.525,13.531,0.633,18.008,0.036,15.182,0.108,8.027,0.044,6.688,0.061,27.663,0.328,18.782,0.767,34.634,2.067,22.526,0.994,22.429,0.081,14.171,0.169,23.953,0.081,16.056,0.169,15.578,0.514,14.273,0.492,15.78,0.514,15.177,0.492,14.239,0.044,13.646,0.147,13.735,0.053,10.953,0.072,18.855,0.036,16.682,0.117,27.923,0.188,13.644,0.302,23.415,0.238,10.746,0.415,14.787,0.186,14.747,0.649,9.742,0.043,10.487,0.075,10.863,0.156,9.492,0.204
27.97,0.172,12.716,0.397,24.973,0.172,15.993,0.397,19.458,0.419,7.163,0.425,31.098,0.506,17.335,0.664,32.237,0.506,13.582,0.664,18.125,0.039,15.313,0.086,8.046,0.031,6.712,0.025,27.539,0.236,18.797,0.8,34.894,2.075,22.874,1.164,22.378,0.067,14.246,0.178,23.73,0.067,16.206,0.178,15.544,0.467,14.314,0.547,15.664,0.467,15.15,0.547,14.348,0.022,13.685,0.175,13.782,0.042,10.956,0.103,18.709,0.022,16.729,0.094,28.109,0.224,13.717,0.327,23.563,0.227,10.688,0.372,14.666,0.184,14.634,0.726,9.961,0.041,10.417,0.082,11.584,0.177,10.439,0.238
28.077,0.244,12.885,0.425,24.848,0.244,16.102,0.425,19.333,0.447,7.162,0.389,30.875,0.456,17.385,0.656,31.802,0.456,13.675,0.656,17.996,0.022,15.285,0.089,7.943,0.025,6.685,0.053,27.911,0.228,19.228,0.708,34.597,2.006,23.034,1.139,22.711,0.053,14.641,0.164,23.76,0.053,16.365,0.164,15.526,0.528,14.325,0.536,15.825,0.528,15.316,0.536,14.414,0.025,13.765,0.125,13.634,0.047,10.879,0.147,18.629,0.019,16.662,0.058,27.879,0.197,13.832,0.304,23.086,0.202,10.566,0.358,14.604,0.222,14.565,0.66,10.163,0.027,10.64,0.059,11.334,0.127,10.43,0.188
28.189,0.275,12.88,0.436,24.867,0.275,16.068,0.436,19.857,0.511,7.33,0.422,30.92,0.442,17.312,0.603,32.347,0.442,13.683,0.603,17.911,0.017,15.197,0.078,7.978,0.025,6.835,0.058,27.49,0.242,18.736,0.594,34.706,1.919,22.919,1.1,22.939,0.078,14.787,0.181,23.791,0.078,16.387,0.181,15.481,0.467,14.274,0.6,15.606,0.467,15.056,0.6,14.156,0.047,13.718,0.144,13.656,0.044,10.956,0.117,18.574,0.028,16.684,0.086,27.858,0.227,13.83,0.347,23.446,0.186,10.734,0.444,14.581,0.222,14.497,0.719,9.919,0.025,10.616,0.061,12.131,0.129,10.894,0.202
27.943,0.25,12.86,0.369,25.069,0.25,16.118,0.369,19.852,0.444,7.344,0.403,31.167,0.467,16.961,0.664,32.434,0.467,13.585,0.664,17.965,0.031,15.41,0.069,7.953,0.044,6.886,0.044,27.788,0.233,18.583,0.55,34.261,1.939,22.242,1.183,22.392,0.058,14.109,0.156,23.83,0.058,16.006,0.156,15.297,0.436,13.885,0.614,14.93,0.436,14.361,0.614,13.945,0.044,13.354,0.144,13.541,0.053,10.83,0.069,18.444,0.036,16.043,0.078,28.039,0.172,13.524,0.281,23.461,0.154,10.701,0.381,14.51,0.211,14.488,0.653,9.554,0.027,9.955,0.082,12.285,0.134,10.993,0.218
27.93,0.222,12.739,0.353,25.037,0.222,15.961,0.353,19.461,0.475,7.123,0.425,31.052,0.514,16.514,0.719,32.043,0.514,13.167,0.719,18.019,0.019,15.424,0.086,7.915,0.033,6.868,0.053,27.896,0.136,18.425,0.269,35.13,1.956,22.279,1.239,22.716,0.036,14.188,0.161,23.762,0.036,15.805,0.161,15.329,0.556,13.603,0.483,15.373,0.556,14.329,0.483,13.957,0.047,13.261,0.131,13.473,0.031,10.573,0.1,18.376,0.019,15.503,0.061,27.873,0.145,13.173,0.333,23.256,0.193,10.808,0.376,14.48,0.177,14.503,0.717,9.617,0.036,10.16,0.054,12.357,0.12,11.079,0.168
27.942,0.239,12.762,0.447,25.293,0.239,16.013,0.447,19.26,0.536,7.071,0.403,31.127,0.489,16.349,0.653,31.862,0.489,12.95,0.653,17.977,0.039,15.373,0.086,7.919,0.036,6.895,0.039,27.729,0.219,17.997,0.5,34.724,1.983,21.788,1.05,22.411,0.044,13.819,0.147,24.378,0.044,15.702,0.147,15.198,0.539,13.454,0.483,14.994,0.539,13.816,0.483,14.042,0.047,13.062,0.144,13.569,0.028,10.38,0.114,18.488,0.017,15.122,0.039,28.108,0.145,12.963,0.317,23.413,0.204,10.716,0.351,14.434,0.215,14.421,0.683,9.939,0.034,10.347,0.075,12.37,0.125,11.22,0.159
27.994,0.211,12.728,0.397,25.192,0.211,15.91,0.397,19.078,0.519,6.865,0.378,30.926,0.503,16.172,0.683,31.469,0.503,12.855,0.683,17.983,0.019,15.427,0.064,7.932,0.022,6.934,0.047,27.937,0.189,17.963,0.414,34.776,2.006,21.743,1.114,22.566,0.061,13.831,0.147,24.372,0.061,15.547,0.147,15.128,0.508,13.097,0.508,15.006,0.508,13.746,0.508,13.952,0.033,12.868,0.133,13.692,0.047,10.233,0.078,18.559,0.017,14.727,0.072,28.114,0.19,12.767,0.356,23.45,0.215,10.589,0.338,14.305,0.197,13.976,0.728,9.704,0.045,9.999,0.079,12.364,0.102,11.189,0.186
28.332,0.186,12.638,0.411,25.082,0.186,15.858,0.411,18.87,0.478,6.81,0.422,30.962,0.539,15.967,0.597,31.537,0.539,12.732,0.597,18.017,0.022,15.244,0.089,7.878,0.025,6.973,0.039,27.501,0.164,17.491,0.378,34.806,1.853,21.63,1.158,22.794,0.064,13.742,0.181,24.327,0.064,15.338,0.181,15.175,0.511,12.932,0.517,14.906,0.511,13.47,0.517,13.791,0.019,12.541,0.119,13.683,0.033,10.075,0.094,18.409,0.025,14.325,0.064,27.776,0.147,12.377,0.347,23.407,0.236,10.478,0.363,14.286,0.195,13.571,0.651,9.533,0.027,10.006,0.084,12.238,0.122,11.279,0.152
28.33,0.261,12.716,0.394,25.053,0.261,15.846,0.394,18.911,0.403,6.776,0.417,30.87,0.494,15.75,0.675,31.444,0.494,12.53,0.675,18.004,0.025,15.282,0.111,7.867,0.025,6.924,0.05,27.649,0.136,17.497,0.378,34.659,1.972,21.463,1.075,22.233,0.056,13.368,0.2,24.53,0.056,15.181,0.2,15.109,0.558,12.867,0.517,14.626,0.558,13.184,0.517,13.723,0.053,12.305,0.197,13.721,0.036,9.961,0.086,18.474,0.022,13.951,0.072,27.927,0.181,12.223,0.331,23.515,0.218,10.475,0.367,14.344,0.222,13.342,0.605,9.67,0.041,9.918,0.079,12.163,0.132,11.326,0.159
28.448,0.272,12.663,0.428,25.013,0.272,15.673,0.428,19.186,0.494,6.803,0.406,31.046,0.483,15.771,0.753,31.853,0.483,12.559,0.753,18.087,0.033,15.247,0.081,7.875,0.036,7,0.039,28.013,0.214,17.744,0.625,35.399,1.833,21.81,1.1,22.425,0.05,13.439,0.125,24.423,0.05,15.043,0.125,15.074,0.461,12.674,0.553,14.85,0.461,13.215,0.553,13.71,0.033,12.206,0.175,13.637,0.036,9.823,0.069,18.283,0.017,13.599,0.05,27.534,0.193,11.918,0.302,23.31,0.19,10.34,0.454,14.266,0.211,13.08,0.628,9.724,0.034,10.115,0.073,12.25,0.104,11.36,0.193
28.424,0.206,12.518,0.35,24.968,0.206,15.756,0.35,19.539,0.508,6.779,0.392,31.026,0.553,15.544,0.617,32.281,0.553,12.526,0.617,18.179,0.033,15.137,0.072,7.585,0.044,7.172,0.058,27.672,0.211,17.472,0.464,35.184,1.967,21.716,1.164,22.273,0.039,13.213,0.142,24.47,0.039,14.932,0.142,15.027,0.447,12.554,0.547,14.79,0.447,13.101,0.547,13.721,0.05,12.049,0.114,13.698,0.053,9.766,0.1,18.505,0.022,13.429,0.086,27.876,0.188,11.883,0.324,23.457,0.179,10.368,0.42,14.32,0.204,12.876,0.655,9.644,0.048,9.842,0.052,12.3,0.091,11.355,0.209
