kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_5-488,kl-3_5-BG,ND42_5-568,kl-3_5-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG
21.572,0.056,11.316,0.06,24.134,0.404,10.681,0.495,30.154,0.404,14.163,0.495,22.202,0.956,12.32,0.649,19.082,0.065,9.814,0.14,17.038,0.529,15.349,0.464,24.657,0.422,24.606,0.62,27.185,0.422,15.842,0.62,15.031,0.033,15.065,0.113,15.455,0.033,14.128,0.113,14.977,2.139,9.416,3.319,33.997,0.719,44.534,1.775,12.864,0.094,13.138,0.152,10.505,0.118,10.062,0.199,76.174,0.373,55.341,0.536
21.525,0.036,11.269,0.056,23.938,0.462,10.561,0.504,30.259,0.462,14.18,0.504,21.811,0.913,11.944,0.644,19.535,0.08,9.943,0.144,16.983,0.54,15.192,0.529,24.472,0.415,23.837,0.638,27.206,0.415,15.717,0.638,15.154,0.027,14.619,0.105,15.309,0.027,13.805,0.105,14.66,2.192,8.888,3.601,33.917,0.777,44.712,1.815,12.694,0.126,13.001,0.112,10.539,0.094,9.944,0.178,74.764,0.426,54.373,0.648
21.583,0.029,11.181,0.071,24.207,0.44,10.671,0.531,30.194,0.44,14.124,0.531,21.568,0.911,11.662,0.627,19.351,0.062,9.79,0.127,16.787,0.518,14.962,0.52,24.488,0.44,22.83,0.636,27.12,0.44,15.562,0.636,15.2,0.024,14.019,0.069,15.476,0.024,13.332,0.069,14.71,2.105,8.841,3.357,34.045,0.73,44.709,1.627,12.814,0.096,12.959,0.146,10.473,0.129,9.851,0.176,72.979,0.466,53.097,0.65
21.374,0.033,11.043,0.058,23.845,0.467,10.501,0.489,30.254,0.467,14.024,0.489,21.3,0.931,11.397,0.631,18.539,0.067,9.396,0.153,16.845,0.515,14.661,0.529,24.679,0.378,22.291,0.611,27.334,0.378,15.391,0.611,15.245,0.035,13.778,0.093,15.551,0.035,12.968,0.093,14.67,2.143,8.732,3.236,33.803,0.649,43.338,1.605,12.605,0.088,12.471,0.146,10.225,0.091,9.736,0.168,73.474,0.483,53.257,0.688
21.578,0.044,11.021,0.076,24.23,0.362,10.606,0.418,30.387,0.362,14.009,0.418,21.271,1.036,11.213,0.645,18.774,0.064,9.423,0.14,16.759,0.544,14.448,0.571,24.748,0.511,21.916,0.722,27.274,0.511,15.179,0.722,15.122,0.033,13.386,0.089,15.399,0.033,12.736,0.089,14.436,2.042,8.417,3.344,33.611,0.712,41.569,1.484,12.378,0.101,11.979,0.152,10.452,0.083,9.781,0.158,72.004,0.454,52.558,0.696
21.622,0.027,10.922,0.055,24.406,0.353,10.617,0.451,30.446,0.353,13.989,0.451,21.151,0.924,11.134,0.604,18.699,0.071,9.401,0.155,16.654,0.529,14.263,0.542,24.792,0.444,21.411,0.68,27.368,0.444,15.092,0.68,15.08,0.044,12.93,0.105,15.527,0.044,12.47,0.105,14.683,2.096,8.411,3.447,33.87,0.728,40.685,1.542,12.473,0.099,11.599,0.131,10.429,0.105,9.66,0.161,69.839,0.498,51.407,0.734
21.554,0.033,10.852,0.082,24.601,0.467,10.801,0.495,30.423,0.467,13.991,0.495,21.59,0.893,11.161,0.589,19.114,0.073,9.459,0.167,16.517,0.565,14.135,0.531,24.571,0.464,20.767,0.738,27.169,0.464,14.865,0.738,15.016,0.015,12.654,0.113,15.394,0.015,11.958,0.113,14.445,2.111,8.221,3.346,34.032,0.649,39.678,1.591,12.335,0.091,11.263,0.107,10.388,0.103,9.712,0.145,69.304,0.501,51.054,0.715
21.54,0.029,10.637,0.075,24.696,0.42,10.822,0.482,30.505,0.42,13.929,0.482,21.953,0.982,11.163,0.658,18.679,0.078,9.39,0.144,16.452,0.551,13.938,0.538,24.63,0.429,20.516,0.656,27.242,0.429,14.854,0.656,15.071,0.038,12.662,0.113,15.479,0.038,11.949,0.113,14.85,2.174,8.287,3.348,33.808,0.639,38.699,1.616,12.274,0.118,10.966,0.139,10.402,0.056,9.561,0.172,68.796,0.469,50.583,0.8
21.596,0.031,10.618,0.062,24.571,0.489,10.686,0.487,30.465,0.489,13.776,0.487,21.69,0.955,10.982,0.667,18.184,0.071,9.149,0.144,16.439,0.527,13.812,0.509,24.696,0.48,20.453,0.673,27.292,0.48,14.626,0.673,14.843,0.022,12.276,0.104,15.309,0.022,11.683,0.104,14.551,2.036,8.074,3.223,33.825,0.668,38.348,1.406,12.211,0.085,10.736,0.125,10.35,0.082,9.637,0.181,68.493,0.536,50.548,0.734
21.606,0.027,10.541,0.064,24.302,0.553,10.636,0.529,30.466,0.553,13.738,0.529,21.477,0.945,10.843,0.633,18.481,0.056,9.265,0.135,16.474,0.56,13.699,0.544,24.599,0.493,19.789,0.669,27.046,0.493,14.462,0.669,14.961,0.031,12.211,0.125,15.301,0.031,11.591,0.125,14.108,1.971,7.819,3.301,33.699,0.708,37.924,1.435,12.247,0.112,10.448,0.125,10.473,0.089,9.749,0.179,69.525,0.498,51.05,0.768
21.564,0.027,10.497,0.051,24.247,0.411,10.679,0.46,30.414,0.411,13.697,0.46,21.774,0.904,10.89,0.591,18.301,0.058,9.181,0.142,16.391,0.485,13.493,0.564,24.281,0.433,19.635,0.624,27.045,0.433,14.417,0.624,15.002,0.042,11.908,0.115,15.235,0.042,11.259,0.115,14.603,1.984,7.951,3.293,33.875,0.688,37.646,1.447,12.391,0.098,10.304,0.13,10.439,0.085,9.653,0.152,70.258,0.47,51.327,0.765
21.584,0.035,10.505,0.087,24.498,0.418,10.687,0.507,30.577,0.418,13.662,0.507,21.268,0.962,10.624,0.685,18.663,0.067,9.336,0.145,16.291,0.565,13.458,0.524,24.486,0.529,19.46,0.711,27,0.529,14.172,0.711,14.612,0.044,11.853,0.113,15.227,0.044,11.097,0.113,14.608,2.007,7.903,3.239,33.912,0.707,36.986,1.395,12.247,0.112,10.103,0.112,10.265,0.051,9.568,0.21,71.879,0.507,52.472,0.72
21.617,0.04,10.486,0.073,24.041,0.493,10.456,0.535,30.295,0.493,13.617,0.535,21.538,0.987,10.579,0.6,17.993,0.071,9.078,0.145,16.215,0.485,13.295,0.464,24.437,0.456,19.253,0.693,27.199,0.456,14.123,0.693,14.901,0.022,11.703,0.116,15.208,0.022,11.117,0.116,14.253,2.002,7.767,3.384,33.788,0.629,36.724,1.475,12.193,0.117,10.026,0.106,10.236,0.091,9.53,0.163,74.072,0.394,53.741,0.746
21.648,0.024,10.335,0.053,23.992,0.476,10.442,0.489,30.442,0.476,13.527,0.489,21.401,0.918,10.364,0.638,18.299,0.053,9.276,0.133,16.149,0.589,13.1,0.569,24.587,0.464,18.889,0.591,27.05,0.464,14.035,0.591,14.693,0.031,11.573,0.096,15.335,0.031,10.805,0.096,14.299,1.986,7.703,3.288,33.579,0.63,36.198,1.38,12.057,0.12,9.756,0.112,10.109,0.089,9.548,0.167,75.641,0.418,54.8,0.664
21.598,0.04,10.377,0.076,24.066,0.427,10.383,0.482,30.407,0.427,13.423,0.482,21.194,0.887,10.27,0.573,18.494,0.045,9.306,0.158,15.978,0.551,12.911,0.54,24.574,0.5,18.926,0.675,27.059,0.5,13.976,0.675,14.969,0.038,11.484,0.118,15.418,0.038,10.812,0.118,13.657,1.803,7.27,3.295,33.592,0.571,35.803,1.542,12.167,0.118,9.644,0.131,10.141,0.089,9.49,0.163,73.728,0.488,53.71,0.704
21.611,0.056,10.227,0.053,23.642,0.475,10.24,0.527,30.329,0.475,13.431,0.527,21.456,0.929,10.306,0.667,18.687,0.069,9.352,0.131,15.783,0.513,12.863,0.496,24.395,0.509,18.66,0.704,27.045,0.509,13.885,0.704,14.973,0.033,11.457,0.073,15.2,0.033,10.682,0.073,13.601,1.933,7.244,3.418,33.565,0.571,35.487,1.355,11.963,0.11,9.475,0.099,10.266,0.096,9.414,0.141,73.008,0.451,53.438,0.787
21.584,0.035,10.179,0.038,23.832,0.54,10.313,0.502,30.36,0.54,13.295,0.502,21.433,0.929,10.203,0.58,18.072,0.042,9.166,0.156,15.842,0.52,12.821,0.498,24.45,0.509,18.507,0.689,27.06,0.509,13.83,0.689,15.012,0.022,11.502,0.102,15.279,0.022,10.616,0.102,13.999,2.004,7.335,3.373,33.564,0.558,34.724,1.259,11.909,0.123,9.29,0.118,10.099,0.096,9.468,0.174,72.685,0.462,53.199,0.765
21.506,0.027,10.173,0.082,24.015,0.364,10.369,0.513,30.372,0.364,13.184,0.513,21.467,1.002,10.177,0.64,18.667,0.065,9.436,0.116,15.785,0.549,12.679,0.498,24.379,0.44,18.214,0.629,26.998,0.44,13.801,0.629,14.702,0.031,11.178,0.115,15.382,0.031,10.625,0.115,14.243,1.978,7.368,3.4,33.329,0.611,34.318,1.272,11.92,0.107,9.229,0.147,10.216,0.078,9.532,0.181,70.803,0.491,52.352,0.762
21.569,0.042,10.106,0.049,24.238,0.385,10.391,0.493,30.517,0.385,13.372,0.493,21.523,0.984,10.104,0.64,18.333,0.055,9.336,0.145,15.746,0.529,12.643,0.54,24.263,0.491,18.176,0.715,27.048,0.491,13.727,0.715,15.063,0.02,11.019,0.111,15.159,0.02,10.458,0.111,14.18,1.922,7.244,3.391,33.624,0.592,34.109,1.252,11.909,0.102,9.12,0.139,10.01,0.098,9.398,0.159,73.365,0.451,53.771,0.75
21.456,0.045,10.123,0.069,24.345,0.489,10.446,0.487,30.63,0.489,13.326,0.487,20.913,0.942,9.817,0.627,18.268,0.075,9.276,0.149,15.682,0.5,12.419,0.516,24.47,0.593,18.211,0.702,27.023,0.593,13.664,0.702,15.035,0.027,11.302,0.109,15.222,0.027,10.382,0.109,14.173,1.924,7.249,3.31,33.422,0.58,33.986,1.232,11.839,0.123,9.081,0.144,9.966,0.074,9.395,0.167,70.923,0.517,52.75,0.8
21.606,0.042,10.054,0.053,24.25,0.509,10.43,0.48,30.385,0.509,13.238,0.48,20.691,0.88,9.625,0.56,17.736,0.053,9.172,0.14,15.583,0.533,12.425,0.502,24.242,0.482,17.775,0.762,26.747,0.482,13.528,0.762,14.848,0.036,11.131,0.105,15.096,0.036,10.016,0.105,14.258,1.995,7.278,3.326,33.251,0.634,33.918,1.199,11.924,0.128,9.041,0.125,9.852,0.069,9.264,0.176,70.216,0.533,51.969,0.773
21.504,0.038,10.1,0.058,23.949,0.451,10.306,0.46,30.112,0.451,13.103,0.46,20.89,1.029,9.648,0.656,18.028,0.049,9.291,0.153,15.495,0.551,12.321,0.478,23.919,0.491,17.608,0.655,26.652,0.491,13.472,0.655,14.727,0.025,10.841,0.096,15.002,0.025,10.17,0.096,14.329,1.904,7.244,3.301,33.267,0.585,33.749,1.181,11.941,0.104,8.971,0.106,9.903,0.083,9.38,0.159,74.442,0.456,54.591,0.693
21.511,0.027,10.11,0.047,23.693,0.622,10.256,0.544,30.072,0.622,13.165,0.544,20.981,0.929,9.702,0.625,17.664,0.055,9.115,0.151,15.368,0.447,12.233,0.489,24.302,0.504,17.674,0.756,26.716,0.504,13.532,0.756,14.623,0.038,10.932,0.113,15.056,0.038,10.037,0.113,14.528,1.982,7.338,3.303,33.127,0.647,33.323,1.203,11.928,0.099,8.96,0.115,9.953,0.098,9.335,0.167,74.549,0.486,54.786,0.749
21.568,0.042,10.07,0.058,23.795,0.493,10.285,0.533,30.124,0.493,13.072,0.533,20.979,0.94,9.57,0.611,17.928,0.045,9.25,0.133,15.536,0.538,12.143,0.509,24.215,0.453,17.39,0.725,26.757,0.453,13.474,0.725,14.72,0.022,10.953,0.115,15.078,0.022,10.058,0.115,14.196,2.047,7.211,3.415,32.977,0.54,32.856,1.111,11.748,0.125,8.914,0.142,9.824,0.071,9.359,0.178,74.006,0.472,54.371,0.766
21.394,0.047,10.008,0.047,23.535,0.455,10.154,0.425,29.921,0.455,13.017,0.425,20.881,0.962,9.463,0.589,17.496,0.055,9.14,0.164,15.307,0.516,12.165,0.522,23.939,0.476,17.247,0.693,26.599,0.476,13.278,0.693,14.616,0.042,10.746,0.091,14.761,0.042,9.764,0.091,13.519,1.924,6.87,3.286,33.065,0.567,32.915,1.223,11.771,0.128,8.834,0.109,9.821,0.078,9.353,0.172,74.062,0.474,54.542,0.744
21.522,0.02,10.022,0.062,23.524,0.556,10.145,0.455,30.039,0.556,13.013,0.455,20.992,0.893,9.467,0.633,17.505,0.075,9.123,0.151,15.136,0.444,12.024,0.507,24.017,0.549,16.962,0.72,26.533,0.549,13.25,0.72,14.492,0.033,10.74,0.127,15.046,0.033,9.858,0.127,13.485,1.986,6.871,3.292,32.831,0.509,32.676,1.197,11.716,0.094,8.826,0.104,9.819,0.096,9.341,0.19,71.842,0.522,53.129,0.803
21.566,0.038,10.085,0.067,23.86,0.451,10.255,0.556,29.978,0.451,13.029,0.556,20.732,0.845,9.349,0.575,17.43,0.058,9.168,0.127,15.057,0.485,11.94,0.393,23.859,0.491,16.921,0.707,26.433,0.491,13.138,0.707,14.767,0.025,10.772,0.084,14.793,0.025,9.659,0.084,13.552,2.04,6.913,3.321,32.739,0.549,32.274,1.163,11.658,0.122,8.674,0.123,9.846,0.089,9.334,0.176,69.808,0.501,52.445,0.794
21.419,0.033,9.97,0.062,23.933,0.436,10.239,0.542,30.019,0.436,13.044,0.542,20.682,1.007,9.311,0.671,17.601,0.055,9.259,0.113,15.143,0.502,11.916,0.487,23.666,0.562,16.748,0.687,26.237,0.562,13.203,0.687,14.48,0.025,10.716,0.091,14.7,0.025,9.633,0.091,13.283,1.987,6.746,3.154,32.666,0.484,31.987,1.129,11.596,0.106,8.61,0.112,9.745,0.076,9.352,0.176,69.348,0.568,51.839,0.854
21.371,0.047,9.916,0.058,24.298,0.409,10.37,0.438,30.236,0.409,13.121,0.438,20.555,0.971,9.245,0.655,17.24,0.056,9.146,0.147,14.953,0.538,11.847,0.547,23.959,0.484,16.965,0.713,26.631,0.484,13.255,0.713,14.691,0.031,10.657,0.102,14.836,0.031,9.702,0.102,13.317,1.984,6.727,3.279,32.56,0.5,31.689,1.089,11.658,0.093,8.623,0.109,9.816,0.063,9.307,0.185,71.493,0.486,53.092,0.789
21.434,0.031,9.937,0.056,24.255,0.445,10.295,0.484,30.241,0.445,13.123,0.484,20.932,1.011,9.428,0.591,17.059,0.042,9.031,0.149,14.934,0.515,11.901,0.524,24.235,0.491,16.982,0.72,26.784,0.491,13.372,0.72,14.809,0.025,10.56,0.111,15.013,0.025,9.642,0.111,13.084,2.031,6.688,3.165,32.619,0.48,31.778,1.101,11.618,0.098,8.653,0.15,9.855,0.06,9.335,0.196,69.262,0.531,51.86,0.878
21.429,0.033,9.979,0.058,24.218,0.551,10.311,0.542,30.294,0.551,13.005,0.542,20.594,0.907,9.276,0.633,17.65,0.078,9.341,0.14,14.8,0.475,11.796,0.525,24.23,0.465,16.941,0.669,26.706,0.465,13.253,0.669,14.698,0.025,10.608,0.12,15.069,0.025,9.547,0.12,13.42,1.955,6.722,3.274,32.444,0.438,31.331,1.031,11.483,0.083,8.481,0.136,9.481,0.067,9.184,0.192,70.065,0.472,52.495,0.87
21.442,0.045,9.949,0.069,24.464,0.464,10.323,0.46,30.305,0.464,13.039,0.46,20.75,0.94,9.366,0.595,17.054,0.056,9.123,0.124,14.751,0.515,11.685,0.467,24.055,0.56,16.735,0.795,26.705,0.56,13.254,0.795,14.76,0.027,10.589,0.08,15.189,0.027,9.464,0.08,13.424,1.971,6.654,3.221,32.36,0.469,31.239,1.067,11.403,0.102,8.542,0.093,9.714,0.087,9.292,0.139,72.742,0.432,54.595,0.786
21.379,0.04,9.925,0.065,24.404,0.485,10.371,0.533,30.297,0.485,13.128,0.533,21.046,0.927,9.429,0.702,17.24,0.056,9.177,0.118,14.686,0.482,11.682,0.465,24.174,0.476,16.391,0.78,26.644,0.476,13.112,0.78,14.521,0.016,10.479,0.12,14.923,0.016,9.428,0.12,13.075,1.841,6.64,3.196,32.118,0.435,31.031,0.918,11.336,0.109,8.492,0.126,9.727,0.067,9.308,0.19,71.765,0.458,53.989,0.814
21.322,0.035,9.907,0.049,24.561,0.467,10.37,0.513,30.409,0.467,13.091,0.513,20.562,0.933,9.284,0.645,17.519,0.045,9.383,0.147,14.687,0.489,11.703,0.502,23.845,0.52,16.441,0.731,26.502,0.52,13.185,0.731,14.634,0.035,10.35,0.095,14.788,0.035,9.465,0.095,12.938,1.844,6.521,3.181,32.247,0.482,30.811,1,11.445,0.13,8.606,0.112,9.608,0.082,9.217,0.192,71.039,0.523,53.635,0.918
21.165,0.038,9.851,0.051,24.57,0.515,10.376,0.524,30.29,0.515,12.993,0.524,20.461,0.989,9.302,0.635,17.176,0.067,9.226,0.098,14.436,0.498,11.574,0.505,23.587,0.556,16.288,0.727,26.417,0.556,13.131,0.727,14.577,0.033,10.409,0.098,14.954,0.033,9.39,0.098,13.232,1.929,6.655,3.225,31.975,0.469,30.788,0.875,11.274,0.106,8.458,0.11,9.516,0.096,9.286,0.201,71.821,0.566,53.731,0.938
21.155,0.036,9.855,0.055,24.333,0.505,10.342,0.569,30.134,0.505,13.005,0.569,20.57,0.945,9.342,0.749,17.747,0.044,9.494,0.169,14.436,0.527,11.551,0.515,23.675,0.535,16.254,0.742,26.327,0.535,13.11,0.742,14.431,0.027,10.255,0.093,14.888,0.027,9.287,0.093,12.863,1.98,6.481,3.328,31.903,0.424,30.731,0.949,11.297,0.094,8.551,0.099,9.68,0.083,9.356,0.154,71.41,0.509,53.504,0.797
20.992,0.038,9.864,0.06,24.392,0.431,10.361,0.545,30.222,0.431,13.061,0.545,20.7,0.993,9.366,0.649,17.166,0.051,9.352,0.138,14.424,0.504,11.645,0.529,23.969,0.495,16.291,0.72,26.609,0.495,13.201,0.72,14.519,0.035,10.451,0.107,14.903,0.035,9.236,0.107,12.825,1.897,6.47,3.129,31.91,0.505,30.937,1.009,11.352,0.101,8.556,0.126,9.343,0.072,9.102,0.185,71.813,0.458,53.383,0.781
21.043,0.06,9.772,0.047,24.262,0.515,10.262,0.485,30.109,0.515,13.019,0.485,20.644,0.996,9.358,0.616,17.682,0.055,9.536,0.136,14.564,0.489,11.554,0.467,23.769,0.465,16.064,0.704,26.462,0.465,13.233,0.704,14.553,0.018,10.286,0.131,15.066,0.018,9.221,0.131,12.651,1.958,6.371,3.163,31.6,0.435,30.751,0.951,11.252,0.11,8.427,0.134,9.395,0.067,9.262,0.188,71.051,0.501,53.097,0.805
20.989,0.035,9.873,0.058,24.174,0.458,10.231,0.52,29.914,0.458,12.977,0.52,20.797,1.045,9.398,0.624,17.156,0.056,9.252,0.122,14.492,0.502,11.582,0.498,23.659,0.493,16.128,0.736,26.53,0.493,13.118,0.736,14.558,0.018,10.174,0.084,14.934,0.018,9.26,0.084,12.102,1.793,6.238,3.237,31.667,0.464,30.457,0.962,11.212,0.101,8.479,0.094,9.573,0.105,9.336,0.196,68.591,0.624,51.386,1.006
21.01,0.042,9.925,0.053,23.447,0.471,9.967,0.535,29.49,0.471,12.883,0.535,20.462,0.995,9.242,0.585,16.951,0.087,9.318,0.118,14.364,0.545,11.428,0.498,23.644,0.54,15.84,0.744,26.374,0.54,13.023,0.744,14.476,0.015,10.157,0.091,14.688,0.015,9.046,0.091,11.951,1.795,6.226,3.192,31.624,0.413,30.307,0.966,11.101,0.093,8.419,0.117,9.234,0.069,9.227,0.163,67.399,0.566,50.856,0.96
20.84,0.038,9.873,0.076,23.877,0.498,10.17,0.505,29.745,0.498,12.979,0.505,20.173,0.907,9.22,0.627,17.411,0.053,9.416,0.147,14.185,0.422,11.416,0.48,23.459,0.549,15.803,0.753,26.28,0.549,12.973,0.753,14.399,0.027,10.064,0.125,14.647,0.027,9.16,0.125,11.996,1.908,6.267,3.167,31.327,0.397,30.238,0.875,11.109,0.115,8.36,0.126,9.367,0.065,9.279,0.156,70.297,0.53,52.46,0.875
20.741,0.035,9.924,0.085,24.181,0.529,10.336,0.556,30.029,0.529,13.022,0.556,19.865,0.896,9.031,0.598,17.303,0.058,9.411,0.165,14.112,0.491,11.38,0.505,23.488,0.551,15.969,0.76,26.287,0.551,13.07,0.76,14.273,0.035,10.029,0.087,14.455,0.035,9.075,0.087,11.963,1.781,6.269,3.181,31.382,0.411,30.103,0.993,11.075,0.096,8.377,0.096,9.182,0.067,9.138,0.187,72.674,0.536,53.942,0.814
20.658,0.035,9.84,0.069,24.452,0.485,10.388,0.52,30.097,0.485,13.115,0.52,19.873,0.955,9.029,0.684,16.804,0.053,9.254,0.149,14.185,0.518,11.547,0.485,23.308,0.516,15.781,0.727,26.336,0.516,12.995,0.727,14.384,0.044,10.019,0.093,14.758,0.044,9.036,0.093,11.99,1.855,6.327,3.161,31.395,0.397,29.9,0.857,10.882,0.12,8.302,0.131,9.214,0.067,9.024,0.172,70.236,0.195,52.567,0.43
20.634,0.029,9.837,0.073,24.169,0.471,10.247,0.602,29.944,0.471,13.147,0.602,19.397,0.951,8.852,0.675,16.773,0.056,9.264,0.164,14.172,0.498,11.462,0.505,23.532,0.509,15.696,0.676,26.497,0.509,13.167,0.676,14.458,0.025,10.048,0.129,14.796,0.025,9.155,0.129,11.889,1.938,6.244,3.127,31.084,0.35,30.005,0.9,10.91,0.094,8.315,0.115,9.215,0.083,9.192,0.214,64.101,0.624,48.934,0.987
20.673,0.042,9.827,0.058,23.801,0.482,10.056,0.507,29.52,0.482,12.985,0.507,19.338,0.953,8.797,0.6,17.253,0.04,9.453,0.158,14.127,0.465,11.437,0.495,23.608,0.555,15.716,0.784,26.505,0.555,13.135,0.784,14.313,0.042,10.007,0.133,14.67,0.042,9.043,0.133,11.818,1.967,6.15,2.917,30.967,0.348,29.935,0.804,10.738,0.09,8.28,0.109,9.143,0.074,9.261,0.197,54.329,0.811,42.69,1.229
20.749,0.031,9.888,0.056,23.368,0.489,9.815,0.542,29.311,0.489,12.861,0.542,19.538,0.947,8.86,0.582,16.507,0.055,9.153,0.169,14.046,0.522,11.44,0.462,23.464,0.485,15.571,0.709,26.411,0.485,13.043,0.709,14.21,0.031,9.943,0.129,14.594,0.031,8.93,0.129,11.856,1.962,6.219,3.049,30.73,0.303,29.484,0.714,10.236,0.099,8.023,0.102,9.067,0.091,9.113,0.194,48.961,0.923,39.435,1.253
20.668,0.031,9.929,0.055,23.574,0.569,9.892,0.542,29.301,0.569,12.897,0.542,19.574,0.929,8.909,0.633,16.304,0.078,9.14,0.149,14.055,0.518,11.482,0.56,23.315,0.518,15.578,0.713,26.452,0.518,13.049,0.713,14.218,0.04,9.959,0.078,14.565,0.04,9.077,0.078,11.669,1.841,6.203,3.159,30.363,0.257,29.3,0.614,10.081,0.106,7.975,0.117,9.039,0.082,9.157,0.158,54.193,0.834,42.635,1.251
20.567,0.04,9.89,0.049,23.758,0.558,9.978,0.527,29.52,0.558,12.944,0.527,19.235,0.982,8.828,0.691,16.679,0.051,9.286,0.127,14.036,0.511,11.407,0.507,23.291,0.527,15.381,0.784,26.351,0.527,12.986,0.784,14.321,0.04,9.88,0.107,14.532,0.04,8.854,0.107,11.893,1.884,6.255,3.029,30.275,0.259,29.309,0.697,9.959,0.093,7.927,0.101,9.065,0.076,9.179,0.172,56.825,0.747,44.184,1.216
20.462,0.029,9.852,0.075,23.948,0.518,10.061,0.549,29.695,0.518,13.03,0.549,18.923,0.896,8.689,0.613,16.542,0.069,9.278,0.12,13.951,0.52,11.398,0.515,23.354,0.54,15.298,0.698,26.357,0.54,12.912,0.698,14.152,0.022,9.998,0.107,14.583,0.022,8.94,0.107,11.764,1.808,6.294,3.1,30.073,0.272,29.208,0.616,9.825,0.067,7.727,0.112,8.942,0.071,9.033,0.199,52.194,0.834,41.054,1.248
20.429,0.033,9.77,0.064,23.997,0.558,10.062,0.538,29.432,0.558,12.947,0.538,18.954,0.936,8.713,0.693,16.624,0.051,9.308,0.147,13.847,0.535,11.284,0.467,23.678,0.562,15.552,0.802,26.657,0.562,13.101,0.802,14.032,0.027,9.854,0.118,14.795,0.027,8.96,0.118,11.36,1.806,6.065,3.205,29.757,0.232,28.778,0.605,9.398,0.099,7.618,0.117,8.874,0.087,8.986,0.19,46.568,0.902,37.856,1.41
20.262,0.031,9.784,0.051,23.908,0.475,10.104,0.535,29.511,0.475,12.975,0.535,18.856,0.905,8.639,0.72,16.335,0.055,9.197,0.14,13.863,0.52,11.357,0.478,23.734,0.527,15.61,0.767,26.672,0.527,13.232,0.767,14.139,0.018,9.695,0.096,14.726,0.018,8.929,0.096,11.39,1.824,5.987,3.098,29.205,0.223,28.422,0.511,9.033,0.086,7.34,0.115,8.774,0.107,8.855,0.207,34.298,0.958,29.611,1.488
20.313,0.045,9.798,0.069,23.648,0.567,9.909,0.524,29.284,0.567,12.864,0.524,18.941,0.949,8.666,0.653,16.9,0.049,9.431,0.118,13.76,0.52,11.426,0.48,23.436,0.495,15.42,0.713,26.692,0.495,13.159,0.713,14.221,0.02,9.78,0.115,14.673,0.02,8.874,0.115,11.29,1.909,6.017,3.21,29.314,0.272,28.948,0.551,9.337,0.083,7.653,0.107,8.851,0.076,9.011,0.199,29.613,0.957,26.205,1.427
