G6Pdh_KK_1-405,G6Pdh_KK_1-BG,G6Pdh_KK_1-568,G6Pdh_KK_1-BG,G6Pdh_KK_2-405,G6Pdh_KK_2-BG,G6Pdh_KK-568,G6Pdh_KK-BG,G6Pdh_KK-405,G6Pdh_KK-BG,G6Pdh_KK_3-568,G6Pdh_KK_3-BG,G6Pdh_KK_4-405,G6Pdh_KK_4-BG,G6Pdh_KK_4-568,G6Pdh_KK_4-BG,G6Pdh_KK_5-405,G6Pdh_KK_5-BG,G6Pdh_KK_5-568,G6Pdh_KK_5-BG,G6Pdh_KK_6-405,G6Pdh_KK_6-BG,G6Pdh_KK_6-568,G6Pdh_KK_6-BG,G6Pdh_KK_7-405,G6Pdh_KK_7-BG,G6Pdh_KK_7-568,G6Pdh_KK_7-BG,G6Pdh_KK_8-405,G6Pdh_KK_8-BG,G6Pdh_KK_8-568,G6Pdh_KK_8-BG,G6Pdh_KK_9-405,G6Pdh_KK_9-BG,G6Pdh_KK_9-568,G6Pdh_KK_9-BG,G6Pdh_KK_10-405,G6Pdh_KK_10-BG,G6Pdh_KK_10-568,G6Pdh_KK_10-BG,G6Pdh_KK_11-405,G6Pdh_KK_11-BG,G6Pdh_KK_11-568,G6Pdh_KK_11-BG,G6Pdh_KK_12-405,G6Pdh_KK_12-BG,G6Pdh_KK_12-568,G6Pdh_KK_12-BG,G6Pdh_KK_13-405,G6Pdh_KK_13-BG,G6Pdh_KK_13-568,G6Pdh_KK_13-BG,G6Pdh_KK_11-405,G6Pdh_KK_14-BG,G6Pdh_KK_14-568,G6Pdh_KK_14-BG,G6Pdh_KK_12-405,G6Pdh_KK_15-BG,G6Pdh_KK_15-568,G6Pdh_KK_15-BG,G6Pdh_KK_16-405,G6Pdh_KK_16-BG,G6Pdh_KK_16-568,G6Pdh_KK_16-BG,G6Pdh_KK_17-405,G6Pdh_KK_17-BG,G6Pdh_KK_17-568,G6Pdh_KK_17-BG
21.799,0.245,61.406,0,18.635,0.122,53.334,0,16.406,0.347,104.317,0.041,8.984,0.776,65.257,0,8.977,0.776,67.82,0,17.533,0.375,118.231,0,18.364,0.571,154.281,0.036,22.357,0.571,139.582,0.036,9.364,0.433,38.393,0,5.558,0.018,19.145,0.067,11.026,0.018,23.977,0.067,15.067,0.2,46.874,0,9.947,0.2,41.131,0,9.571,0.4,58.102,0,8.038,0.4,33.946,0,46.69,0.333,133.541,0.067,40.633,0.333,122.813,0.067
22.181,0.245,61.547,0,19.949,0.265,53.589,0,17.247,0.224,104.302,0.02,10.037,1,65.93,0,9.176,1,68.899,0,17.575,0.375,119.297,0.036,18.779,0.286,154.282,0.071,22.601,0.286,141.046,0.071,9.44,0.5,38.065,0,5.747,0,19.475,0,11.586,0,25.21,0,15.445,0.167,46.05,0,9.72,0.167,41.057,0,9.622,0.2,57.668,0,7.733,0.2,33.414,0,49.954,0.233,131.329,0.067,43.824,0.233,121.474,0.067
23.136,0.408,61.743,0.02,20.845,0.286,54.003,0.02,17.376,0.347,103.24,0.041,10.769,0.898,65.385,0,9.731,0.898,69.021,0,17.877,0.268,119.693,0.036,19.568,0.357,154.744,0.036,22.425,0.357,140.344,0.036,9.499,0.433,38.08,0,5.755,0,19.11,0.033,11.489,0,24.546,0.033,16.22,0.3,46.636,0,9.906,0.3,40.55,0,9.549,0.267,57.414,0,7.802,0.267,33.38,0,52.202,0.3,131.669,0.033,46.973,0.3,121.145,0.033
24.124,0.245,61.671,0,21.658,0.306,53.959,0,17.913,0.306,102.074,0.02,10.987,0.898,64.519,0.02,9.694,0.898,69.048,0.02,18.039,0.393,119.454,0.071,20.445,0.554,155.334,0.054,22.229,0.554,139.639,0.054,9.449,0.367,38.078,0,5.652,0.018,18.81,0.1,11.221,0.018,24.012,0.1,16.89,0.233,46.469,0,10.322,0.233,41.195,0,9.809,0.167,58.328,0,7.568,0.167,32.742,0,54.343,0.367,133.024,0,48.67,0.367,120.093,0
24.505,0.245,61.143,0.02,22.186,0.286,53.951,0,18.383,0.429,102.728,0,11.269,0.959,64.581,0,9.81,0.959,68.756,0,17.915,0.286,119.463,0.071,21.112,0.429,154.837,0.036,22.53,0.429,140.721,0.036,9.518,0.3,37.888,0,5.678,0.018,18.653,0.033,11.153,0.018,23.945,0.033,17.607,0.367,46.586,0,10.752,0.367,41.879,0,9.795,0.333,58.602,0,7.677,0.333,34.235,0,54.985,0.167,130.845,0.033,50.084,0.167,120.658,0.033
24.873,0.265,60.721,0,22.414,0.429,53.522,0.02,18.886,0.429,102.935,0,11.717,0.673,65.568,0.041,10.204,0.673,69.244,0.041,18.411,0.321,120.712,0,21.845,0.607,154.964,0.036,21.789,0.607,136.48,0.036,9.546,0.5,38.096,0,5.952,0,19.21,0.1,11.607,0,25.332,0.1,17.946,0.2,46.537,0,10.789,0.2,41.622,0,9.827,0.167,56.288,0,7.356,0.167,32.918,0,55.336,0.133,130.89,0.033,51.12,0.133,120.121,0.033
25.021,0.306,61.354,0.02,23.179,0.286,53.834,0,19.187,0.204,102.431,0.082,12.026,0.51,65.668,0,10.66,0.51,69.608,0,19.05,0.375,120.541,0,21.007,0.518,147.619,0.054,22.649,0.518,140.528,0.054,9.62,0.6,37.891,0,5.964,0.018,18.909,0.167,11.378,0.018,24.639,0.167,18.37,0.333,46.323,0,10.901,0.333,41.074,0,9.544,0.367,57.178,0.067,7.302,0.367,32.818,0.067,56.295,0.267,129.812,0.033,52.262,0.267,119.53,0.033
25.232,0.306,60.895,0.02,23.508,0.367,53.587,0,19.733,0.224,103.43,0,12.5,0.612,64.995,0,10.998,0.612,69.133,0,19.315,0.357,119.853,0,22.9,0.607,154.357,0.054,22.5,0.607,140.476,0.054,9.598,0.633,37.651,0,6.242,0,19.369,0.167,11.314,0,24.498,0.167,18.472,0.433,46.225,0,10.788,0.433,40.559,0,9.415,0.233,56.723,0,7.056,0.233,32.339,0,57.343,0.333,131.739,0,52.836,0.333,120.519,0
25.368,0.327,60.6,0,24.029,0.143,53.536,0.02,20.135,0.347,103.228,0.041,13.082,0.633,65.718,0.02,11.318,0.633,68.762,0.02,20.138,0.286,120.274,0.036,23.721,0.411,155.742,0.143,22.512,0.411,139.472,0.143,9.541,0.5,37.795,0,6.193,0,19.016,0.033,11.253,0,24.238,0.033,18.699,0.2,45.81,0,10.9,0.2,40.061,0,9.529,0.1,55.931,0,6.632,0.1,31.527,0,58.511,0.233,132.332,0,54.416,0.233,121.096,0
25.763,0.163,60.792,0,24.749,0.265,53.901,0,20.609,0.265,103.391,0,13.833,0.735,65.633,0,11.675,0.735,69.063,0,20.894,0.321,120.763,0.054,24.235,0.393,155.189,0.054,22.26,0.393,139.367,0.054,9.673,0.4,37.608,0,6.339,0,19.733,0.067,11.488,0,25.124,0.067,19.11,0.3,45.944,0,10.996,0.3,39.249,0,9.381,0.6,55.65,0,6.463,0.6,30.615,0,60.391,0.233,133.92,0,55.253,0.233,120.984,0
25.913,0.286,61.365,0.02,25.27,0.265,54.249,0,21.026,0.367,102.886,0,13.659,0.816,64.429,0.02,12.19,0.816,68.917,0.02,21.444,0.393,120.123,0.054,24.834,0.482,155.471,0.036,22.465,0.482,139.071,0.036,9.71,0.533,37.583,0,6.567,0.018,19.887,0.1,11.701,0.018,25.815,0.1,19.435,0.3,45.911,0,11.293,0.3,40.057,0,9.388,0.367,55.485,0,6.502,0.367,31.836,0,61.545,0.3,135.125,0,55.421,0.3,121.369,0
25.989,0.306,61.716,0.02,25.52,0.347,54.242,0,21.03,0.388,102.587,0.02,14.351,0.694,65.687,0,12.598,0.694,68.977,0,22.028,0.5,118.808,0.036,25.142,0.5,153.672,0.036,22.281,0.5,139.399,0.036,9.684,0.5,37.854,0,6.607,0,19.69,0.033,11.591,0,25.4,0.033,19.482,0.133,45.683,0,11.371,0.133,40.573,0,9.549,0.267,55.617,0,6.373,0.267,31.875,0,61.738,0.267,134.206,0,55.762,0.267,120.275,0
25.983,0.347,61.541,0.02,25.898,0.286,54.33,0,20.927,0.551,101.309,0.02,14.596,0.612,66.358,0,13.184,0.612,68.887,0,22.941,0.339,119.109,0,25.5,0.482,154.39,0,22.208,0.482,139.302,0,9.769,0.4,37.564,0,6.812,0,20.095,0.133,11.816,0,25.815,0.133,19.592,0.067,46.044,0,11.456,0.067,40.095,0,9.676,0.2,55.312,0,6.219,0.2,31.804,0,62.249,0.333,134.552,0,56.748,0.333,120.689,0
25.927,0.286,61.338,0,26.151,0.347,54.275,0.02,21.259,0.347,102.22,0,14.795,0.653,65.518,0.061,13.506,0.653,68.361,0.061,24.687,0.429,120.797,0.018,26.351,0.482,154.897,0.054,22.312,0.482,137.882,0.054,9.676,0.6,37.274,0,7.073,0,20.254,0.1,11.789,0,26.166,0.1,19.674,0.167,45.869,0,11.517,0.167,40.286,0,9.629,0.333,55.122,0.033,6.348,0.333,31.549,0.033,62.946,0.333,134.372,0,56.26,0.333,120.435,0
25.818,0.306,61.202,0,26.061,0.347,53.846,0,21.485,0.449,101.82,0,14.975,0.612,65.298,0.02,13.494,0.612,68.567,0.02,25.627,0.393,120.758,0.089,26.95,0.446,155.378,0,22.203,0.446,137.456,0,9.712,0.6,37.555,0,7.025,0,20.251,0.033,11.693,0,25.98,0.033,19.899,0.2,45.31,0.033,11.434,0.2,39.879,0.033,9.486,0.167,54.163,0,6.161,0.167,30.74,0,63.122,0.367,134.309,0,56.983,0.367,120.211,0
25.545,0.184,60.541,0,26.28,0.469,53.593,0.02,21.561,0.429,100.503,0.02,14.954,0.776,64.464,0,13.921,0.776,69.03,0,26.256,0.339,121.082,0.036,27.133,0.464,155.651,0.036,22.297,0.464,136.653,0.036,9.693,0.4,37.394,0,7.27,0.018,20.243,0,11.586,0.018,25.739,0,19.814,0.167,45.486,0,11.577,0.167,39.213,0,9.565,0.333,53.678,0.033,6.071,0.333,30.515,0.033,63.083,0.3,134.607,0,56.897,0.3,120.187,0
25.308,0.449,60.474,0,26.465,0.265,53.448,0.02,21.693,0.245,100.246,0,15.144,0.796,63.724,0,14.181,0.796,68.04,0,26.831,0.357,120.62,0.071,27.405,0.375,156.079,0.036,22.386,0.375,136.168,0.036,9.593,0.567,36.778,0,7.309,0.018,20.618,0.067,11.952,0.018,26.893,0.067,19.985,0.267,45.494,0,11.44,0.267,38.891,0,9.489,0.167,53.076,0,5.989,0.167,30.573,0,63.616,0.3,135.079,0,56.919,0.3,119.96,0
25.071,0.224,59.567,0,26.301,0.265,53.038,0.02,22.041,0.265,100.775,0.02,15.282,0.714,63.761,0,14.636,0.714,68.805,0,27.686,0.411,120.939,0.036,27.573,0.375,155.129,0,22.412,0.375,136.339,0,9.606,0.433,36.395,0,7.528,0,20.83,0.133,11.91,0,26.775,0.133,19.866,0,45.145,0,11.653,0,38.305,0,9.559,0.2,52.413,0,5.874,0.2,29.952,0,63.864,0.233,135.06,0,57.179,0.233,120.082,0
25.03,0.265,59.663,0,24.876,0.51,51.243,0,22.069,0.449,100.84,0.02,15.123,0.469,63.437,0.02,14.72,0.469,68.797,0.02,28.242,0.464,120.967,0.071,27.991,0.554,154.394,0.018,22.057,0.554,132.393,0.018,9.6,0.5,36.454,0,7.332,0.018,20.446,0.1,11.666,0.018,26.261,0.1,19.842,0.133,45.025,0,11.817,0.133,38.129,0,9.653,0.467,52.278,0,5.956,0.467,29.934,0,64.235,0.567,134.674,0,57.466,0.567,120.352,0
25.274,0.163,59.857,0.02,26.486,0.286,52.962,0,22.229,0.327,100.91,0.02,14.988,0.796,63.012,0.041,14.769,0.796,68.047,0.041,28.668,0.357,120.721,0.036,28.172,0.446,153.03,0.054,22.573,0.446,134.595,0.054,9.58,0.367,36.461,0,7.683,0,20.791,0.033,11.929,0,26.909,0.033,19.756,0.133,44.862,0,11.49,0.133,37.81,0,9.473,0.267,51.12,0,5.847,0.267,29.563,0,64.456,0.167,134.565,0,57.682,0.167,120.276,0
25.047,0.347,59.838,0,26.79,0.306,53.146,0,22.168,0.388,100.456,0,15.15,0.857,62.904,0.041,14.984,0.857,67.89,0.041,28.898,0.321,120.83,0.018,28.81,0.393,155.317,0.018,22.628,0.393,135.585,0.018,9.728,0.467,36.552,0,8.015,0,21.296,0.033,12.16,0,27.337,0.033,19.787,0.133,44.728,0,11.775,0.133,37.707,0,9.595,0.1,50.718,0,5.785,0.1,29.817,0,64.205,0.233,134.875,0,57.582,0.233,119.95,0
25.24,0.408,59.769,0.041,26.823,0.429,53.429,0.041,22.126,0.347,99.458,0.02,15.317,0.939,62.332,0,14.933,0.939,67.116,0,28.717,0.393,118.833,0.125,28.731,0.411,156.365,0.036,22.411,0.411,134.171,0.036,9.602,0.433,36.149,0,7.924,0,21.309,0.167,11.926,0,26.982,0.167,19.804,0.1,44.768,0,11.479,0.1,37.335,0,9.343,0.267,50.136,0,5.844,0.267,28.936,0,63.665,0.233,133.951,0,56.921,0.233,118.71,0
24.938,0.286,59.825,0,24.631,0.49,49.164,0,21.665,0.306,98.173,0,14.923,1.041,62.633,0.02,14.499,1.041,64.47,0.02,28.733,0.304,117.499,0.018,28.886,0.446,156.012,0.036,22.316,0.446,133.847,0.036,9.34,0.233,34.502,0,7.235,0,19.698,0.033,11.664,0,26.551,0.033,19.623,0.133,44.214,0,11.692,0.133,37.167,0,9.402,0.3,49.723,0,5.675,0.3,28.918,0,64.604,0.4,135.359,0,57.435,0.4,119.681,0
24.527,0.449,58.921,0,26.597,0.388,52.913,0.041,21.72,0.429,97.623,0.02,14.88,0.735,62.051,0,15.249,0.735,66.758,0,29.315,0.25,119.226,0,29.507,0.536,156.405,0.018,21.999,0.536,129.018,0.018,9.526,0.433,35.045,0,6.563,0.018,17.787,0.067,11.492,0.018,26.325,0.067,19.652,0.167,44.124,0,11.517,0.167,36.835,0,9.208,0.267,48.961,0,5.601,0.267,28.708,0,64.657,0.367,134.951,0,58.304,0.367,119.89,0
24.858,0.306,59.075,0,26.271,0.531,52.705,0.02,21.625,0.306,97.501,0.02,14.637,0.714,60.826,0.02,15.18,0.714,67.263,0.02,29.846,0.375,119.76,0,29.756,0.375,156.632,0.018,22.548,0.375,130.212,0.018,9.811,0.5,35.533,0,6.547,0.018,17.53,0.133,11.646,0.018,26.542,0.133,19.571,0.3,44.173,0,11.467,0.3,35.933,0,9.376,0.233,49.03,0,5.597,0.233,27.959,0,64.841,0.367,135.304,0,57.689,0.367,119.311,0
24.259,0.224,58.552,0.02,25.947,0.286,52.021,0,21.667,0.429,97.123,0.02,14.625,0.673,61.008,0,15.494,0.673,67.07,0,29.128,0.375,116.878,0.036,29.988,0.429,156.218,0.089,22.723,0.429,132.729,0.089,9.959,0.267,35.666,0,6.312,0,17.457,0.033,11.583,0,26.232,0.033,19.627,0.3,44.006,0,11.476,0.3,35.849,0,9.335,0.4,48.114,0,5.731,0.4,28.118,0,64.728,0.267,134.885,0,57.311,0.267,118.409,0
23.908,0.286,57.733,0,25.77,0.347,51.789,0,21.585,0.429,96.363,0,14.776,0.898,61.083,0,15.252,0.898,67.287,0,30.184,0.268,119.806,0.054,29.987,0.393,155.201,0.036,22.852,0.393,132.245,0.036,10.198,0.533,36.146,0,6.834,0,19.005,0.033,10.966,0,25.059,0.033,19.454,0.1,44.032,0.033,11.192,0.1,35.152,0.033,9.243,0.167,48.461,0.033,5.761,0.167,28.36,0.033,63.948,0.2,133.452,0,55.573,0.2,116.491,0
23.711,0.327,57.739,0,25.498,0.163,51.3,0.02,21.267,0.327,95.468,0.041,14.579,0.816,60.466,0.02,15.045,0.816,66.717,0.02,30.508,0.232,119.976,0,29.74,0.464,154.486,0.054,22.809,0.464,132.316,0.054,10.465,0.3,36.932,0,6.722,0.036,18.846,0,10.389,0.036,23.736,0,19.671,0.033,44.404,0,11.473,0.033,36.065,0,9.287,0.1,48.615,0,5.706,0.1,28.199,0,64.206,0.467,135.083,0.033,56.895,0.467,118.025,0.033
23.62,0.245,57.218,0.02,25.553,0.306,51.477,0,21.645,0.327,95.877,0.02,15.208,0.714,62.493,0.02,15.53,0.714,67.292,0.02,30.579,0.375,120.437,0.071,29.036,0.5,152.328,0,22.843,0.5,131.675,0,10.542,0.467,37.037,0,6.593,0,18.697,0.067,10.138,0,23.009,0.067,16.669,0.133,39.849,0,11.609,0.133,36.201,0,9.267,0.367,47.837,0,5.705,0.367,27.976,0,64.379,0.233,133.829,0,56.589,0.233,116.585,0
23.624,0.286,57.264,0,25.708,0.224,51.627,0,21.513,0.571,94.857,0,14.763,0.653,61.683,0.02,15.209,0.653,67.138,0.02,30.584,0.375,120.425,0.036,29.138,0.339,151.871,0,22.995,0.339,132.027,0,10.564,0.4,37.051,0,6.587,0,18.384,0.067,9.952,0,22.484,0.067,19.427,0.067,43.694,0,11.366,0.067,35.686,0,9.003,0.2,47.834,0,5.738,0.2,27.454,0,64.368,0.3,133.952,0,56.335,0.3,116.847,0
23.607,0.286,57.148,0,25.329,0.327,51.562,0.02,21.132,0.408,94.386,0.041,14.642,0.837,60.289,0.02,15.478,0.837,66.93,0.02,30.967,0.286,119.967,0,29.866,0.482,153.537,0.143,22.959,0.482,131.488,0.143,10.64,0.367,36.76,0,6.719,0.018,18.569,0.067,9.926,0.018,21.977,0.067,19.442,0.233,43.8,0,11.326,0.233,35.173,0,9.001,0.3,46.325,0,5.746,0.3,26.851,0,64.647,0.067,134.031,0,55.828,0.067,115.943,0
23.537,0.388,56.794,0,25.367,0.49,50.945,0,21.066,0.286,93.089,0,14.673,0.776,61.083,0.041,15.25,0.776,66.658,0.041,30.387,0.25,119.59,0.089,30.066,0.375,154.012,0.071,23.224,0.375,131.003,0.071,10.74,0.533,36.699,0,6.685,0,18.698,0.1,10.035,0,22.035,0.1,19.295,0.133,43.875,0,11.207,0.133,34.714,0,8.906,0.4,45.716,0,5.444,0.4,26.472,0,64.195,0.3,133.969,0,55.11,0.3,115.222,0
23.31,0.347,56.38,0.041,25.225,0.245,51.002,0.02,20.877,0.265,92.733,0,14.294,0.878,58.571,0.061,14.933,0.878,65.523,0.061,30.408,0.268,119.404,0,29.984,0.518,153.95,0.071,23.112,0.518,130.066,0.071,10.719,0.367,36.717,0,6.769,0,18.858,0.167,10.188,0,22.274,0.167,19.299,0.133,43.669,0,11.386,0.133,35.093,0,8.838,0.267,46.047,0,5.675,0.267,26.578,0,64.35,0.233,133.781,0,54.913,0.233,114.534,0
22.944,0.327,56.611,0.02,25.123,0.204,50.925,0,21.042,0.347,92.6,0,13.891,0.531,59.009,0.02,14.961,0.531,65.434,0.02,29.921,0.304,118.138,0.071,29.999,0.375,153.547,0.036,22.868,0.375,128.439,0.036,10.676,0.667,36.552,0,6.942,0.018,19.215,0.033,10.446,0.018,22.559,0.033,19.094,0.233,43.341,0,11.038,0.233,33.988,0,8.648,0.167,45.394,0,5.662,0.167,26.008,0,64.125,0.467,133.782,0.033,55.265,0.467,114.906,0.033
22.822,0.449,56.431,0.02,25.095,0.469,50.984,0.02,20.849,0.388,92.25,0.041,14.083,0.776,59.232,0.041,14.915,0.776,65.098,0.041,29.937,0.375,118.415,0,30.092,0.5,154.086,0.089,22.902,0.5,128.335,0.089,10.634,0.4,36.102,0,7.273,0,20.347,0.067,11.019,0,23.931,0.067,18.851,0.167,43.069,0,11.071,0.167,33.558,0,8.609,0.2,44.89,0,5.558,0.2,25.101,0,63.616,0.3,132.241,0,53.74,0.3,111.926,0
22.741,0.367,55.943,0,24.909,0.367,50.503,0.02,20.457,0.327,91.521,0.02,13.811,0.571,57.767,0.02,14.701,0.571,65.185,0.02,29.717,0.286,119.127,0.036,29.825,0.411,153.034,0.071,22.86,0.411,127.379,0.071,10.608,0.133,36.144,0,7.494,0.018,20.969,0.1,11.174,0.018,24.321,0.1,18.893,0.1,42.66,0,11.034,0.1,32.972,0,8.371,0.267,44.191,0,5.552,0.267,24.824,0,63.837,0.233,132.161,0,52.905,0.233,111.664,0
22.305,0.612,55.728,0,24.704,0.347,50.31,0,20.584,0.286,91.462,0.02,13.858,0.816,58.445,0.02,14.388,0.816,64.629,0.02,30.138,0.339,119.07,0.071,30.109,0.536,153.716,0.089,22.748,0.536,126.829,0.089,10.45,0.367,35.851,0,7.17,0,19.925,0,10.76,0,23.133,0,18.723,0.1,42.866,0,11.008,0.1,33.467,0,8.32,0.467,44.375,0,5.601,0.467,24.789,0,64.321,0.233,133.211,0.033,54.521,0.233,113.192,0.033
21.738,0.429,54.824,0.02,24.47,0.265,49.744,0.061,20.76,0.49,91.839,0.02,13.468,0.796,57.051,0.02,14.429,0.796,63.84,0.02,29.385,0.232,117.66,0.054,30.213,0.607,154.402,0,22.857,0.607,126.377,0,10.228,0.5,35.988,0,6.964,0.036,19.538,0.1,10.53,0.036,22.466,0.1,18.565,0.2,42.574,0.033,11.093,0.2,32.96,0.033,8.213,0.267,44.271,0,5.508,0.267,24.848,0,64.483,0.267,134.352,0,54.409,0.267,113.455,0
21.485,0.49,54.257,0.02,24.239,0.388,49.325,0,21.064,0.429,91.775,0,13.108,0.612,56.6,0.02,14.432,0.612,63.946,0.02,29.204,0.286,118.261,0,29.989,0.393,152.29,0.018,22.851,0.393,126.995,0.018,10.11,0.3,35.707,0,7.012,0,20.037,0.067,10.688,0,22.959,0.067,18.364,0.167,42.385,0,10.819,0.167,32.66,0,8.024,0.067,43.46,0,5.46,0.067,23.981,0,64.881,0.333,133.277,0.033,53.814,0.333,113.069,0.033
21.373,0.388,54.433,0,24.164,0.245,49.51,0.02,20.968,0.49,91.878,0,13.23,0.714,56.193,0.02,14.084,0.714,63.695,0.02,29.39,0.25,118.066,0.089,29.743,0.375,153.039,0.036,22.964,0.375,126.433,0.036,10.147,0.4,35.426,0,7.208,0,20.668,0,10.909,0,23.578,0,18.281,0.267,42.45,0,10.612,0.267,32.153,0,8.004,0.233,42.943,0,5.392,0.233,23.877,0,64.641,0.267,134.32,0,54.569,0.267,113.629,0
21.206,0.49,54.141,0.02,23.98,0.224,49.316,0,20.632,0.388,90.4,0.061,12.908,0.816,55.168,0.02,14.024,0.816,62.961,0.02,28.886,0.357,117.858,0.018,30.008,0.411,152.52,0.071,22.926,0.411,126.776,0.071,9.915,0.4,35.181,0,6.748,0,19.466,0.033,10.409,0,22.284,0.033,18.504,0.1,42.513,0,10.656,0.1,32.06,0,7.764,0.3,42.435,0,5.3,0.3,23.693,0,64.773,0.4,134.201,0,54.403,0.4,114.096,0
21.121,0.429,53.686,0.02,23.988,0.306,49.141,0,20.513,0.49,90.236,0,13.118,0.755,55.034,0.041,13.748,0.755,62.473,0.041,28.911,0.482,117.548,0.036,29.488,0.464,152.316,0.036,22.804,0.464,124.855,0.036,9.844,0.733,35.34,0,6.765,0,19.194,0.1,10.137,0,21.723,0.1,18.211,0.133,42.423,0,10.781,0.133,31.438,0,7.73,0.3,42.111,0,5.429,0.3,23.147,0,64.505,0.233,133.823,0.033,52.923,0.233,111.998,0.033
20.773,0.286,53.667,0,23.797,0.265,49.084,0,20.62,0.306,90.31,0.02,13.075,0.776,55.097,0.02,13.581,0.776,62.236,0.02,28.103,0.268,116.444,0.107,29.891,0.339,153.481,0.071,22.597,0.339,124.056,0.071,9.764,0.467,34.84,0,6.816,0.018,19.676,0.167,10.412,0.018,22.427,0.167,17.951,0.133,42.303,0,10.599,0.133,31.374,0,7.64,0.233,41.323,0.033,5.138,0.233,22.599,0.033,64.371,0.333,133.136,0,52.406,0.333,111.562,0
20.818,0.327,53.247,0.02,23.921,0.306,48.98,0.041,20.489,0.469,89.748,0.02,12.806,0.571,55.181,0.041,13.208,0.571,61.243,0.041,28.286,0.393,116.569,0.054,30.011,0.429,153.17,0.071,22.592,0.429,124.199,0.071,9.549,0.167,35.082,0,6.474,0,18.874,0,10.046,0,21.51,0,17.967,0.1,41.912,0,10.513,0.1,31.326,0,7.545,0.3,41.461,0,5.282,0.3,22.563,0,63.685,0.1,133.095,0,51.5,0.1,109.357,0
20.338,0.592,52.835,0.02,23.804,0.286,48.703,0,20.189,0.367,89.434,0,12.491,0.714,54.761,0.061,13.353,0.714,61.223,0.061,28.25,0.268,117.25,0.089,29.769,0.411,152.293,0.036,22.78,0.411,125.15,0.036,9.557,0.433,34.728,0,6.742,0,19.618,0.1,9.955,0,21.771,0.1,17.769,0.3,41.976,0,10.242,0.3,30.604,0,7.421,0.167,40.808,0,5.251,0.167,21.991,0,63.847,0.3,133.169,0,51.751,0.3,110.025,0
20.44,0.388,53.025,0,23.636,0.286,48.714,0,20.251,0.388,89.182,0.02,12.784,0.918,55.787,0,13.235,0.918,61.531,0,28.031,0.25,117.297,0.054,29.639,0.232,152.038,0.036,22.582,0.232,124.905,0.036,9.467,0.567,34.292,0,6.57,0,20.153,0.133,10.089,0,22.108,0.133,17.614,0.133,41.862,0,10.414,0.133,31.005,0,7.366,0.267,40.89,0,5.338,0.267,21.95,0,64.62,0.3,133.782,0,52.466,0.3,111.436,0
20.367,0.49,53.041,0.02,23.811,0.306,48.607,0.02,19.816,0.286,87.782,0,12.683,0.878,55.002,0.02,13.115,0.878,61.132,0.02,27.689,0.393,116.695,0.018,30.077,0.429,153.03,0.036,22.333,0.429,122.489,0.036,9.395,0.5,34.356,0,6.513,0,20.165,0.067,10.053,0,22.182,0.067,17.808,0.133,41.894,0,10.447,0.133,30.899,0,7.334,0.167,40.564,0,5.228,0.167,21.409,0,64.682,0.267,133.883,0,52.033,0.267,111.48,0
20.1,0.408,52.504,0,23.629,0.367,48.668,0.061,19.832,0.306,87.747,0.02,12.673,0.551,54.535,0,12.93,0.551,60.875,0,27.48,0.304,116.535,0.036,28.704,0.571,148.795,0,22.328,0.571,123.909,0,9.382,0.533,33.887,0,6.528,0,20.06,0.167,10.06,0,22.168,0.167,17.617,0.067,41.68,0.033,10.401,0.067,30.319,0.033,7.332,0.467,40.258,0,5.217,0.467,21.262,0,64.869,0.5,134.01,0,52.455,0.5,111.103,0
