kl-3_1-488,kl-3_1-BG,kl-3_1-568,kl-3_1-BG,kl-3_2-488,kl-3_2-BG,kl-3_2-568,kl-3_2-BG,kl-3_3-488,kl-3_3-BG,kl-3_3-568,kl-3_3-BG,kl-3_4-488,kl-3_4-BG,kl-3_4-568,kl-3_4-BG,kl-3_5-488,kl-3_5-BG,kl-3_5-568,kl-3_5-BG,kl-3_6-488,kl-3_6-BG,kl-3_6-568,kl-3_6-BG,kl-3_7-488,kl-3_7-BG,kl-3_7-568,kl-3_7-BG,kl-3_8-488,kl-3_8-BG,kl-3_8-568,kl-3_8-BG,kl-3_9-488,kl-3_9-BG,kl-3_9-568,kl-3_9-BG,kl-3_10-488,kl-3_10-BG,kl-3_10-568,kl-3_10-BG,kl-3_11-488,kl-3_11-BG,kl-3_11-568,kl-3_11-BG,kl-3_12-488,kl-3_12-BG,kl-3_12-568,kl-3_12-BG,kl-3_13-488,kl-3_13-BG,kl-3_13-568,kl-3_13-BG,kl-3_14-488,kl-3_14-BG,kl-3_14-568,kl-3_14-BG,kl-3_15-488,kl-3_15-BG,kl-3_15-568,kl-3_15-BG,kl-3_16-488,kl-3_16-BG,kl-3_16-568,kl-3_16-BG,kl-3_17-488,kl-3_17-BG,kl-3_17-568,kl-3_17-BG
97.521,0.164,57.642,0.05,57.547,0.05,40.323,0.021,82.517,0.05,77.764,0.021,86.464,0.044,46.582,0.018,22.1,0.021,21.333,0.029,43.738,0.261,54.618,0.084,44.897,0.261,56.756,0.084,48.376,0.028,46.75,0.014,38.013,0.028,36.676,0.014,29.603,0.014,28.913,0.029,47.627,0.014,45.746,0,3.172,0.014,3.039,0,41.685,0.271,48.31,0.067,24.593,0.315,22.732,0.166,40.398,0.315,40,0.166,64.245,0.315,61.324,0.166,21.547,0.01,18.359,0.01
96.62,0.121,56.88,0.043,56.221,0.029,39.103,0.029,83.614,0.029,77.473,0.029,86.02,0.041,46.132,0.018,22.214,0.05,21.641,0.064,43.378,0.223,54.201,0.059,44.788,0.223,56.117,0.059,48.167,0.042,46.375,0.028,37.885,0.042,36.582,0.028,29.546,0.042,28.723,0.064,47.861,0.042,45.723,0.028,3.176,0.042,3.031,0.028,43.54,0.285,49.485,0.081,24.405,0.271,22.593,0.172,40.109,0.271,39.847,0.172,64.077,0.271,61.211,0.172,21.199,0.02,18.257,0.008
97.21,0.129,57.254,0.036,57.322,0.036,39.804,0.029,85.19,0.036,77.995,0.029,85.762,0.05,45.966,0.041,22.193,0.029,21.382,0.043,43.789,0.172,54.59,0.113,45.329,0.172,56.06,0.113,47.69,0,46.063,0,37.734,0,36.353,0,29.313,0,28.462,0.043,47.491,0,45.457,0.014,3.148,0,3.009,0.014,44.325,0.327,49.158,0.046,24.695,0.349,22.522,0.162,40.473,0.349,40.101,0.162,64.287,0.349,61.327,0.162,21.437,0.012,18.416,0.014
98.454,0.086,57.977,0.057,58.665,0.071,40.219,0.021,86.404,0.071,77.952,0.021,86.227,0.056,46.212,0.021,22.142,0.057,21.209,0.036,43.637,0.261,54.69,0.088,45.749,0.261,56.397,0.088,47.658,0.028,46.077,0,37.541,0.028,36.292,0,29.376,0.028,28.58,0.036,47.711,0.028,45.454,0,3.157,0.028,3.014,0,45.02,0.345,48.792,0.055,24.561,0.315,22.514,0.162,40.397,0.315,39.879,0.162,63.927,0.315,61.325,0.162,21.781,0.01,18.734,0.01
96.819,0.157,56.779,0.057,56.742,0.014,38.999,0.036,87.062,0.014,77.78,0.036,86.247,0.059,45.99,0.032,21.853,0.021,20.954,0.057,43.38,0.29,54.037,0.113,45.319,0.29,55.652,0.113,47.511,0.042,46.016,0.028,37.696,0.042,36.275,0.028,29.036,0.014,28.457,0.057,47.558,0.014,45.253,0.014,3.142,0.014,3.004,0.014,46.107,0.347,49.259,0.079,24.443,0.347,22.566,0.186,40.832,0.347,40.242,0.186,64.219,0.347,61.552,0.186,22.337,0.012,19.139,0.006
98.098,0.15,57.591,0.079,58.705,0.043,40.156,0.021,88.327,0.043,78.156,0.021,87.399,0.044,46.479,0.021,21.859,0.043,20.968,0.007,41.803,0.231,54.341,0.084,45.487,0.231,56.209,0.084,47.457,0.014,45.801,0.014,37.45,0.014,36.152,0.014,29.084,0.028,28.499,0.007,47.8,0.028,45.399,0.028,3.147,0.028,3.006,0.028,46.334,0.277,48.477,0.059,24.134,0.295,22.369,0.178,40.165,0.295,39.706,0.178,63.755,0.295,61.026,0.178,22.047,0.018,18.762,0.008
97.832,0.1,57.356,0.064,58.418,0.036,39.524,0.029,89.299,0.036,78.157,0.029,86.062,0.053,45.873,0.032,22.542,0.021,21.586,0.014,32.943,0.269,53.649,0.092,40.546,0.269,55.614,0.092,46.724,0.028,45.105,0,36.983,0.028,35.538,0,28.702,0.028,28.112,0.014,47.197,0.028,44.75,0.014,3.113,0.028,2.972,0.014,47.543,0.37,49.212,0.059,24.133,0.337,22.276,0.152,40.008,0.337,39.786,0.152,63.642,0.337,60.939,0.152,22.633,0.028,19.327,0.024
97.389,0.157,56.931,0.043,57.92,0.05,39.049,0.014,90.185,0.05,78.051,0.014,86.49,0.059,45.803,0.029,22.026,0.036,21.335,0.029,23.373,0.282,53.577,0.067,33.976,0.282,55.675,0.067,46.668,0.028,45.198,0.014,37.137,0.028,35.797,0.014,28.787,0,28.317,0.029,47.641,0,45.155,0.014,3.13,0,2.991,0.014,47.945,0.305,48.737,0.055,23.878,0.323,22.15,0.204,39.694,0.323,39.298,0.204,63.319,0.323,60.813,0.204,22.043,0.022,18.912,0.028
97.875,0.15,57.228,0.043,58.142,0.043,38.977,0.036,91.149,0.043,78.161,0.036,86.54,0.056,46.346,0.035,21.101,0.029,20.816,0.043,16.473,0.252,53.147,0.109,27.047,0.252,55.074,0.109,47.531,0,46.195,0.014,37.731,0,36.537,0.014,29.122,0.028,28.598,0.043,47.9,0.028,45.615,0.014,3.149,0.028,3.021,0.014,48.637,0.315,48.714,0.048,23.786,0.287,22.103,0.174,39.755,0.287,39.277,0.174,63.344,0.287,60.659,0.174,21.606,0.024,18.529,0.014
96.21,0.121,56.776,0.043,57.819,0.064,38.873,0.014,91.822,0.064,77.921,0.014,72.196,0.053,46.277,0.021,16.898,0.021,20.166,0,11.958,0.277,51.893,0.109,21.271,0.277,54.195,0.109,45.595,0.014,45.169,0.014,36.629,0.014,35.83,0.014,28.229,0.014,28.1,0,46.397,0.014,44.909,0.014,3.061,0.014,2.977,0.014,48.978,0.319,48.7,0.057,23.466,0.337,22.143,0.18,38.857,0.337,39.075,0.18,62.925,0.337,60.326,0.18,20.4,0.02,18.667,0.01
82.368,0.15,57.615,0.05,59.081,0.071,40.283,0.029,90.604,0.071,78.603,0.029,51.296,0.047,46.019,0.041,10.53,0.014,19.791,0.021,9.593,0.273,52.005,0.105,17.302,0.273,53.859,0.105,44.941,0.014,45.623,0.028,36.381,0.014,36.139,0.028,27.99,0.028,28.422,0.021,45.883,0.028,45.577,0.014,3.024,0.028,3.013,0.014,48.668,0.331,49.388,0.079,20.342,0.309,21.96,0.212,35.65,0.309,38.831,0.212,60.583,0.309,60.282,0.212,16.843,0.024,18.816,0.008
57.637,0.114,56.241,0.043,48.49,0.057,38.23,0.036,82.567,0.057,77.947,0.036,37.803,0.05,45.234,0.018,8.261,0.021,19.113,0.007,7.944,0.265,51.169,0.088,14.228,0.265,53.332,0.088,43.294,0,45.754,0.042,35.347,0,36.309,0.042,27.382,0.028,28.63,0.007,45.021,0.028,45.744,0.014,2.958,0.028,3.027,0.014,44.782,0.317,48.43,0.059,17.525,0.265,21.707,0.172,31.307,0.265,38.343,0.172,56.763,0.265,59.944,0.172,13.428,0.008,18.343,0.02
41.005,0.071,55.998,0.05,40.814,0.057,38.12,0.014,71.382,0.057,78.066,0.014,30.572,0.032,45.262,0.012,7.34,0.014,18.929,0.043,7.112,0.21,51.119,0.076,12.181,0.21,52.807,0.076,41.916,0,45.704,0,34.371,0,36.416,0,26.552,0,28.819,0.043,44.09,0,46.051,0,2.891,0,3.043,0,40.36,0.305,48.685,0.079,14.582,0.184,21.351,0.17,27.028,0.184,37.815,0.17,51.631,0.184,59.558,0.17,11.44,0.014,18.382,0.006
31.529,0.114,55.919,0.057,33.595,0.036,37.654,0.014,60.68,0.036,77.952,0.014,25.95,0.082,44.51,0.012,6.8,0.007,18.825,0.021,6.472,0.239,50.609,0.155,10.596,0.239,52.433,0.155,40.885,0.014,46.185,0.014,33.763,0.014,36.761,0.014,25.889,0.042,28.824,0.021,43.112,0.042,46.151,0,2.819,0.042,3.05,0,34.655,0.36,47.9,0.079,12.449,0.23,21.189,0.184,23.243,0.23,37.503,0.184,46.135,0.23,59.143,0.184,9.944,0.01,17.969,0.008
25.789,0.1,55.435,0.029,27.959,0.057,37.299,0.029,51.271,0.057,77.731,0.029,23.397,0.038,44.562,0.021,6.44,0,18.371,0.029,6.073,0.218,50.377,0.076,9.453,0.218,51.602,0.076,39.094,0.028,45.581,0.042,32.276,0.028,36.371,0.042,24.938,0.056,28.512,0.029,41.845,0.056,45.63,0.014,2.729,0.056,3.02,0.014,30.35,0.36,47.639,0.057,10.7,0.21,21.196,0.174,20.333,0.21,37.417,0.174,40.407,0.21,59.136,0.174,8.783,0.014,17.994,0.008
22.76,0.086,55.576,0.029,23.721,0.029,37.251,0.014,43.814,0.029,77.647,0.014,21.597,0.041,43.895,0.021,6.154,0.014,18.184,0.007,5.664,0.214,50.048,0.143,8.664,0.214,51.116,0.143,38.054,0.014,45.141,0,31.378,0.014,36.044,0,24.124,0,28.485,0.007,40.955,0,45.586,0,2.661,0,3.018,0,26.077,0.366,47.049,0.067,9.621,0.196,20.791,0.16,17.79,0.196,36.899,0.16,35.503,0.196,58.735,0.16,8.211,0.008,18.2,0.008
20.576,0.1,55.549,0.05,20.83,0.05,37.554,0.036,37.668,0.05,77.781,0.036,20.158,0.062,43.523,0.015,6.01,0.043,18.03,0.014,5.521,0.206,50.153,0.097,7.963,0.206,50.668,0.097,37.546,0,45.316,0.014,31.102,0,36.311,0.014,23.827,0,28.449,0.014,40.007,0,45.53,0,2.618,0,3.017,0,23.277,0.329,47.44,0.085,8.567,0.23,20.702,0.214,16.033,0.23,36.768,0.214,31.519,0.23,58.638,0.214,7.502,0.016,17.791,0.02
19.26,0.107,56.03,0.05,18.744,0.071,37.884,0.029,32.721,0.071,78.02,0.029,20.079,0.053,44.633,0.021,5.899,0,18.036,0.029,5.296,0.248,49.502,0.097,7.498,0.248,50.501,0.097,37.215,0.014,44.997,0,30.664,0.014,36.075,0,23.554,0.028,28.291,0.029,39.58,0.028,45.631,0.014,2.594,0.028,3.012,0.014,20.522,0.329,47.102,0.055,8.031,0.192,20.568,0.162,14.833,0.192,36.942,0.162,28.525,0.192,58.676,0.162,7.127,0.028,17.761,0.008
18.584,0.136,56.813,0.021,17.34,0.007,39.286,0.014,29.074,0.007,78.603,0.014,19.132,0.068,43.863,0.047,5.931,0.029,18.097,0.021,5.234,0.252,49.374,0.055,7.141,0.252,50.348,0.055,37.31,0.014,44.958,0,30.774,0.014,36.053,0,23.61,0,28.359,0.021,39.065,0,45.401,0.014,2.58,0,3.011,0.014,18.893,0.352,47.928,0.065,7.554,0.22,20.606,0.176,13.763,0.22,36.766,0.176,25.93,0.22,58.519,0.176,7.156,0.016,18.4,0.01
17.945,0.207,56.523,0.036,15.26,0.05,38.402,0.021,26.192,0.05,78.175,0.021,18.879,0.062,43.724,0.024,5.866,0.014,18.142,0.043,5.023,0.21,49.226,0.063,6.838,0.21,50.167,0.063,37.784,0.014,45.009,0,30.804,0.014,36.183,0,23.963,0,28.372,0.043,38.978,0,45.781,0,2.593,0,3.026,0,17.125,0.329,47.182,0.069,7.278,0.208,20.541,0.184,12.84,0.208,36.637,0.184,23.935,0.208,58.309,0.184,6.978,0.01,18.445,0.016
17.283,0.071,55.687,0.064,13.696,0.057,37.473,0.021,23.905,0.057,77.743,0.021,18.31,0.047,43.164,0.038,6.242,0.007,19.109,0.021,5.033,0.273,49.438,0.076,6.602,0.273,49.954,0.076,38.651,0.014,45.179,0.014,31.415,0.014,36.209,0.014,24.266,0.014,28.607,0.021,39.286,0.014,45.929,0,2.623,0.014,3.041,0,16.119,0.343,47.336,0.083,6.916,0.222,20.416,0.19,12.196,0.222,36.123,0.19,22.327,0.222,57.908,0.19,6.881,0.004,18.549,0.008
17.005,0.107,55.818,0.021,12.914,0.05,37.403,0.029,22.14,0.05,77.548,0.029,18.04,0.056,43.253,0.021,6.406,0.021,19.281,0.014,5.02,0.265,48.836,0.101,6.375,0.265,49.522,0.101,39.851,0.028,45.73,0,32.147,0.028,36.861,0,24.927,0.014,28.922,0.014,40.059,0.014,46.551,0.028,2.68,0.014,3.072,0.028,15.361,0.366,47.825,0.077,6.761,0.19,20.481,0.19,11.714,0.19,36.279,0.19,21.024,0.19,58.058,0.19,6.826,0.008,18.426,0.008
16.539,0.129,55.909,0.036,12.185,0.05,36.997,0.036,20.68,0.05,77.336,0.036,18.123,0.035,43.529,0.003,6.453,0.007,19.554,0.014,4.986,0.231,48.91,0.118,6.336,0.231,49.438,0.118,41.328,0.014,46.844,0.014,33.448,0.014,37.731,0.014,25.87,0,29.855,0.014,41.389,0,47.728,0.014,2.764,0,3.149,0.014,14.482,0.315,47.513,0.055,6.609,0.238,20.394,0.19,11.416,0.238,36.425,0.19,20.098,0.238,57.988,0.19,6.693,0.008,18.315,0.006
16.103,0.1,55.312,0.057,11.443,0.057,36.581,0.05,19.548,0.057,77.14,0.05,17.973,0.088,43.521,0.018,6.351,0.021,19.66,0.014,4.929,0.286,48.464,0.08,6.189,0.286,49.121,0.08,41.766,0.014,46.887,0,33.741,0.014,37.795,0,26.163,0.014,29.651,0.014,41.847,0.014,47.62,0.014,2.795,0.014,3.138,0.014,13.903,0.368,47.779,0.075,6.488,0.21,20.341,0.174,11.011,0.21,36.213,0.174,19.344,0.21,57.986,0.174,6.452,0.018,18.018,0.004
16.066,0.107,55.195,0.043,11.026,0.014,36.361,0.029,18.753,0.014,76.901,0.029,17.69,0.053,43.057,0.024,6.352,0,19.492,0.007,4.891,0.235,48.767,0.063,6.056,0.235,49.008,0.063,41.643,0.014,46.346,0,33.636,0.014,37.394,0,25.971,0.014,29.509,0.007,41.728,0.014,47.339,0.014,2.781,0.014,3.118,0.014,13.048,0.364,46.913,0.063,6.393,0.198,20.283,0.21,10.733,0.198,35.982,0.21,18.659,0.198,57.742,0.21,6.464,0.01,17.867,0.01
15.948,0.136,55.012,0.071,10.668,0.057,36.277,0.021,18.113,0.057,76.9,0.021,17.467,0.05,42.733,0.024,6.886,0.007,21.348,0.021,4.906,0.252,48.635,0.05,5.906,0.252,48.681,0.05,39.378,0,44.346,0,32.189,0,35.612,0,24.628,0,27.833,0.021,40.007,0,44.97,0.014,2.658,0,2.968,0.014,12.44,0.352,46.088,0.053,6.289,0.206,20.216,0.196,10.456,0.206,35.81,0.196,18.01,0.206,57.633,0.196,6.489,0.022,17.96,0.018
16.179,0.107,56.165,0.029,10.92,0.064,37.528,0.071,17.757,0.064,77.645,0.071,17.391,0.071,42.81,0.029,6.878,0.014,21.628,0.007,4.919,0.231,48.661,0.067,5.838,0.231,48.559,0.067,32.648,0.028,42.989,0.028,28.906,0.028,34.904,0.028,21.749,0,27.299,0.007,34.464,0,44.183,0,2.313,0,2.912,0,11.988,0.37,45.73,0.073,6.237,0.224,20.063,0.198,10.285,0.224,35.671,0.198,17.711,0.224,57.521,0.198,6.318,0.022,17.82,0.012
15.804,0.107,54.615,0.029,10.035,0.064,35.69,0.029,17.074,0.064,76.438,0.029,17.411,0.065,42.993,0.012,6.987,0.014,21.75,0.043,4.808,0.223,48.333,0.063,5.803,0.223,47.749,0.063,23.26,0,42.613,0,23.652,0,34.564,0,17.387,0,27.082,0.043,26.622,0,44.03,0.014,1.817,0,2.888,0.014,11.461,0.339,45.478,0.063,6.221,0.22,20.165,0.206,10.135,0.22,35.695,0.206,17.227,0.22,57.436,0.206,6.282,0.012,17.741,0.004
15.782,0.136,54.998,0.014,10.077,0.043,36.128,0.021,16.946,0.043,76.955,0.021,17.448,0.038,43.036,0.021,7.022,0.007,21.948,0.036,4.716,0.256,47.531,0.076,5.677,0.256,47.146,0.076,16.698,0.014,41.851,0.042,18.376,0.014,34.068,0.042,13.452,0,26.527,0.036,20.344,0,43.406,0.042,1.408,0,2.841,0.042,11.743,0.37,46.548,0.071,6.143,0.184,20.096,0.188,9.988,0.184,35.456,0.188,16.882,0.184,57.183,0.188,6.273,0.016,17.804,0.014
15.81,0.121,55.349,0.036,10.097,0.029,36.417,0.029,16.586,0.029,77.031,0.029,17.209,0.05,42.599,0.035,7.263,0.036,22.018,0.029,4.786,0.282,47.673,0.076,5.669,0.282,46.977,0.076,13.102,0.028,41.599,0.014,14.673,0.028,34.188,0.014,10.671,0.028,26.431,0.029,16.369,0.028,43.403,0.014,1.14,0.028,2.836,0.014,11.587,0.331,46.473,0.061,6.154,0.172,20.039,0.19,9.853,0.172,35.344,0.19,16.66,0.172,57.078,0.19,6.317,0.018,17.849,0.012
15.703,0.086,55.067,0.079,9.97,0.05,35.933,0.029,16.41,0.05,76.928,0.029,16.935,0.062,41.595,0.029,7.43,0.014,22.18,0.021,4.79,0.185,47.643,0.067,5.571,0.185,46.828,0.067,11.051,0.014,41.059,0,12.123,0.014,33.498,0,8.788,0.014,26.11,0.021,13.632,0.014,42.716,0.042,0.957,0.014,2.797,0.042,11.611,0.358,47.161,0.065,6.114,0.216,20.03,0.16,9.779,0.216,35.226,0.16,16.453,0.216,56.83,0.16,6.392,0.014,17.824,0.006
