G6Pdh_1-488,G6Pdh_1-BG,G6Pdh_1-568,G6Pdh_1-BG,G6Pdh_2-488,G6Pdh_2-BG,G6Pdh_2-568,G6Pdh_2-BG,G6Pdh_3-488,G6Pdh_3-BG,G6Pdh_3-568,G6Pdh_3-BG,G6Pdh_4-488,G6Pdh_4-BG,G6Pdh_4-568,G6Pdh_4-BG,G6Pdh_5-488,G6Pdh_5-BG,G6Pdh_5-568,G6Pdh_5-BG,G6Pdh_6-488,G6Pdh_6-BG,G6Pdh_6-568,G6Pdh_6-BG,G6Pdh_7-488,G6Pdh_7-BG,G6Pdh_7-568,G6Pdh_7-BG,G6Pdh_8-488,G6Pdh_8-BG,G6Pdh_8-568,G6Pdh_8-BG,G6Pdh_9-488,G6Pdh_9-BG,G6Pdh_9-568,G6Pdh_9-BG,G6Pdh_10-488,G6Pdh_10-BG,G6Pdh_10-568,G6Pdh_10-BG,G6Pdh_11-488,G6Pdh_11-BG,G6Pdh_11-568,G6Pdh_11-BG,G6Pdh_12-488,G6Pdh_12-BG,G6Pdh_12-568,G6Pdh_12-BG,G6Pdh_13-488,G6Pdh_13-BG,G6Pdh_13-568,G6Pdh_13-BG,G6Pdh_14-488,G6Pdh_14-BG,G6Pdh_14-568,G6Pdh_14-BG,G6Pdh_15-488,G6Pdh_15-BG,G6Pdh_15-568,G6Pdh_15-BG,G6Pdh_16-488,G6Pdh_16-BG,G6Pdh_16-568,G6Pdh_16-BG,G6Pdh_17-488,G6Pdh_17-BG,G6Pdh_17-568,G6Pdh_17-BG,G6Pdh_18-488,G6Pdh_18-BG,G6Pdh_18-568,G6Pdh_18-BG,G6Pdh_19-488,G6Pdh_19-BG,G6Pdh_19-568,G6Pdh_19-BG,G6Pdh_20-488,G6Pdh_20-BG,G6Pdh_20-568,G6Pdh_20-BG,G6Pdh_21-488,G6Pdh_21-BG,G6Pdh_21-568,G6Pdh_21-BG,G6Pdh_22-488,G6Pdh_22-BG,G6Pdh_22-568,G6Pdh_22-BG
17.883,0.212,36.665,0.073,20.254,0.212,33.789,0.073,38.565,0.212,55.523,0.073,31.964,0.024,25.148,0.014,36.594,0.024,31.39,0.014,17.205,0.01,24.499,0.017,4.818,0.014,34.154,0.024,6.581,0.014,15.945,0.024,12.635,0.021,31.792,0.007,46.922,0.021,73.31,0.014,15.214,0.014,31.059,0.007,27.29,0.014,27.246,0.01,46.007,0.014,49.707,0.01,48.966,0.014,51.963,0.01,9.932,0.037,24.133,0.014,13.06,0.025,27.203,0.023,20.134,0.025,34.024,0.023,46.266,0.184,56.035,0.192,23.808,0.184,27.12,0.192,34.097,0.062,55.254,0.045,30.201,0.027,32.424,0.043,62.283,0.027,60.518,0.043
19.83,0.233,36.748,0.062,23.14,0.233,33.93,0.062,44.371,0.233,55.987,0.062,32.962,0.031,25.702,0.014,37.715,0.031,31.98,0.014,17.512,0.017,24.323,0,4.924,0.017,33.842,0.01,6.788,0.017,16.004,0.01,14.449,0.024,33.418,0.01,51.613,0.028,73.012,0.024,17.236,0.003,31.161,0.01,27.487,0.01,26.811,0.017,46.506,0.01,49.501,0.017,50.221,0.01,51.831,0.017,9.353,0.027,22.105,0.006,13.285,0.027,27.377,0.023,20.086,0.027,34.025,0.023,46.391,0.275,55.891,0.153,24.054,0.275,27.419,0.153,35.471,0.05,53.467,0.052,29.211,0.043,31.458,0.033,61.167,0.043,58.645,0.033
22.025,0.198,36.591,0.049,26.164,0.198,33.842,0.049,50.722,0.198,56.242,0.049,35.091,0.035,25.038,0.007,39.881,0.035,31.304,0.007,19.268,0.01,24.984,0.003,5.602,0.024,33.83,0.01,8.402,0.024,16.007,0.01,19.827,0.01,35.274,0.01,56.495,0.028,72.817,0.01,19.48,0.014,30.997,0.01,27.507,0.019,26.885,0.006,47.118,0.019,49.52,0.006,50.923,0.019,51.673,0.006,9.582,0.031,21.656,0.008,13.446,0.021,27.151,0.014,20.296,0.021,34.164,0.014,47.181,0.304,55.702,0.176,23.958,0.304,26.928,0.176,39.357,0.041,53.978,0.05,29.562,0.033,30.685,0.031,63.155,0.033,57.66,0.031
24.627,0.181,36.602,0.056,29.61,0.181,33.969,0.056,57.093,0.181,56.916,0.056,39.809,0.014,25.553,0.021,45.709,0.014,32.105,0.021,20.326,0.007,24.812,0.003,6.78,0.014,33.472,0.014,10.638,0.014,16.12,0.014,22.317,0.014,31.73,0.01,61.23,0.017,73.832,0.007,21.564,0.017,31.001,0.007,26.657,0.023,26.535,0.019,46.427,0.023,48.968,0.019,50.761,0.023,51.622,0.019,10.995,0.021,21.326,0.01,14.582,0.023,27.223,0.014,21.053,0.023,34.076,0.014,51.406,0.275,55.742,0.153,26.104,0.275,26.925,0.153,42.563,0.056,54.596,0.029,32.173,0.041,31.296,0.043,70.728,0.041,58.985,0.043
27.203,0.205,36.471,0.056,32.899,0.205,34.144,0.056,62.612,0.205,57.212,0.056,40.261,0.045,24.502,0.021,47.569,0.045,31.052,0.021,21.223,0.007,24.889,0.024,8.232,0.01,33.475,0.01,12.478,0.01,15.881,0.01,27.277,0.007,34.646,0.01,64.257,0.028,73.736,0.007,22.948,0.007,31.479,0.003,26.236,0.01,26.498,0.012,46.27,0.01,48.706,0.012,50.148,0.01,51.482,0.012,14.338,0.023,22.833,0.006,16.807,0.039,27.509,0.021,22.681,0.039,34.102,0.021,57.441,0.231,55.558,0.178,29.374,0.231,26.728,0.178,45.413,0.052,55.344,0.023,35.227,0.058,32.711,0.033,77.226,0.058,61.283,0.033
29.915,0.253,36.975,0.073,36.399,0.253,34.466,0.073,67.773,0.253,57.286,0.073,41.103,0.031,24.151,0.01,49.857,0.031,30.88,0.01,22.016,0.017,24.711,0.014,9.998,0.014,33.631,0.021,13.436,0.014,16.025,0.021,27.763,0.003,33.882,0.01,66.486,0.017,73.903,0.01,23.624,0.007,31.128,0.007,25.601,0.033,25.872,0.012,45.498,0.033,48.154,0.012,49.145,0.033,51.018,0.012,17.184,0.031,22.606,0.012,19.189,0.017,27.742,0.021,25.391,0.017,34.137,0.021,62.569,0.244,55.387,0.147,31.818,0.244,26.91,0.147,47.33,0.043,55.571,0.043,34.583,0.052,31.139,0.037,75.252,0.052,58.916,0.037
31.131,0.229,35.82,0.073,38.24,0.229,33.722,0.073,71.034,0.229,57.04,0.073,41.537,0.028,24.09,0.007,51.247,0.028,30.764,0.007,22.601,0.007,24.741,0.021,11.63,0.021,33.593,0.007,13.655,0.021,15.772,0.007,27.549,0.007,33.842,0.014,67.864,0.024,73.663,0.014,24.204,0.01,31.416,0.007,25.705,0.014,26.064,0.014,45.48,0.014,48.417,0.014,49.021,0.014,51.347,0.014,19.145,0.027,21.81,0.008,21.509,0.035,27.812,0.023,28.492,0.035,33.656,0.023,67.142,0.293,55.447,0.171,33.934,0.293,26.74,0.171,48.352,0.062,54.99,0.041,35.792,0.039,31.717,0.029,77.081,0.039,60.294,0.029
33.238,0.233,36.282,0.045,40.806,0.233,33.862,0.045,74.795,0.233,57.254,0.045,41.118,0.028,23.674,0.031,51.315,0.028,30.286,0.031,22.862,0.024,24.544,0.003,13.195,0.017,33.564,0.014,14.125,0.017,15.884,0.014,26.789,0.01,32.902,0.01,69.584,0.021,74.738,0.024,24.789,0.01,31.283,0.01,25.505,0.012,26.268,0.006,45.572,0.012,48.533,0.006,48.095,0.012,50.881,0.006,22.407,0.023,22.913,0.017,23.417,0.021,27.793,0.025,31.679,0.021,33.766,0.025,69.723,0.267,55.305,0.211,35.14,0.267,26.779,0.211,48.823,0.045,54.286,0.035,36.614,0.033,31.931,0.039,77.847,0.033,60.243,0.039
35.332,0.226,36.303,0.076,42.952,0.226,34.142,0.076,78.125,0.226,57.665,0.076,40.845,0.028,23.405,0.017,51.431,0.028,29.917,0.017,23.006,0.014,24.519,0.017,14.701,0.007,34.082,0.01,14.28,0.007,15.815,0.01,25.724,0.01,31.792,0.01,70.857,0.031,75.178,0.017,25.026,0.01,31.87,0.017,25.016,0.021,25.758,0.01,45.031,0.021,48.125,0.01,47.793,0.021,50.695,0.01,23.757,0.031,22.566,0.008,24.815,0.027,27.598,0.023,34.316,0.027,33.729,0.023,71.727,0.287,55.44,0.153,35.353,0.287,26.568,0.153,50.011,0.037,54.669,0.029,36.001,0.052,31.073,0.027,75.8,0.052,58.667,0.027
36.315,0.201,35.964,0.062,44.307,0.201,34.022,0.062,80.369,0.201,57.233,0.062,40.738,0.024,23.353,0.021,51.562,0.024,29.896,0.021,23.404,0.024,24.622,0.014,15.808,0.01,34.058,0.017,14.311,0.01,15.672,0.017,24.913,0.014,31.457,0.01,71.607,0.024,75.529,0,25.312,0.01,31.804,0.003,24.545,0.019,25.45,0.012,44.158,0.019,47.279,0.012,47.615,0.019,50.556,0.012,24.974,0.039,22.179,0.019,26.461,0.023,27.551,0.027,36.208,0.023,33.638,0.027,73.265,0.267,55.428,0.143,35.805,0.267,26.523,0.143,50.759,0.033,54.488,0.031,37.191,0.048,31.788,0.033,77.811,0.048,60.248,0.033
38.097,0.205,36.285,0.056,46.268,0.205,34.2,0.056,82.979,0.205,57.344,0.056,41.463,0.042,23.636,0.028,52.269,0.042,30.085,0.028,23.122,0.007,24.01,0.007,16.926,0.014,34.264,0.017,14.47,0.014,15.811,0.017,24.6,0.014,31.278,0.01,72.063,0.028,75.709,0.007,25.627,0.014,32.065,0.014,24.082,0.017,24.949,0.008,43.51,0.017,46.933,0.008,47.042,0.017,49.898,0.008,26.097,0.021,22.305,0.008,27.824,0.037,27.737,0.014,37.909,0.037,33.781,0.014,74.121,0.225,55.446,0.153,35.797,0.225,26.417,0.153,52.32,0.043,54.987,0.043,36.432,0.062,30.991,0.035,75.918,0.062,58.339,0.035
39.377,0.215,36.229,0.042,47.671,0.215,34.139,0.042,84.947,0.215,57.685,0.042,42.258,0.035,23.928,0.031,52.988,0.035,30.415,0.031,23.882,0.01,24.846,0.014,17.767,0.028,34.407,0.021,14.559,0.028,15.842,0.021,24.227,0.007,31.024,0.007,73.661,0.028,76.876,0.014,25.969,0.003,32.338,0.007,24.308,0.017,25.151,0.006,43.691,0.017,47.131,0.006,47.443,0.017,50.191,0.006,26.456,0.021,21.75,0.029,28.786,0.019,27.732,0.012,38.792,0.019,34.248,0.012,74.532,0.217,55.225,0.182,35.054,0.217,25.987,0.182,55.414,0.041,57.298,0.062,36.594,0.062,31.015,0.027,76.415,0.062,58.878,0.027
40.064,0.191,35.826,0.056,47.956,0.191,33.927,0.056,85.78,0.191,57.535,0.056,41.594,0.021,23.563,0.024,52.314,0.021,30.015,0.024,24.062,0.031,24.66,0.01,18.611,0.017,34.625,0.017,14.738,0.017,15.936,0.017,24.079,0.01,30.783,0.01,74.186,0.017,77.278,0.014,26.168,0.014,32.399,0.021,24.319,0.01,25.338,0.01,43.631,0.01,47.142,0.01,47.294,0.01,49.99,0.01,26.558,0.054,21.359,0.023,29.785,0.029,27.655,0.021,39.568,0.029,33.965,0.021,74.759,0.267,55.216,0.171,35.115,0.267,26.111,0.171,56.415,0.054,57.446,0.039,37.36,0.05,31.517,0.048,77.812,0.05,59.653,0.048
41.432,0.188,36.104,0.056,49.229,0.188,34.374,0.056,87.276,0.188,57.728,0.056,40.513,0.028,23.014,0.017,51.263,0.028,29.256,0.017,24.31,0.021,24.911,0.007,19.254,0.01,34.595,0.007,14.816,0.01,16.01,0.007,23.899,0.01,30.744,0.014,73.567,0.017,76.215,0.017,26.347,0.021,32.468,0.017,24.146,0.021,25.175,0.014,43.436,0.021,46.893,0.014,47.483,0.021,50.416,0.014,28.77,0.031,22.534,0.017,30.7,0.027,27.656,0.019,39.86,0.027,33.783,0.019,74.812,0.248,55.259,0.132,34.938,0.248,25.805,0.132,53.898,0.039,54.607,0.045,37.443,0.052,31.466,0.043,77.942,0.052,59.816,0.043
42.552,0.188,36.351,0.049,50.197,0.188,34.396,0.049,88.97,0.188,57.903,0.049,41.05,0.024,23.214,0.024,52.262,0.024,29.7,0.024,24.225,0,24.916,0.014,19.736,0.014,34.475,0.01,14.792,0.014,16.038,0.01,23.57,0.003,30.451,0.01,73.669,0.028,76.232,0.028,26.164,0.01,32.394,0.01,24.076,0.017,24.848,0.012,43.111,0.017,46.421,0.012,47.539,0.017,50.253,0.012,28.863,0.025,22.246,0.025,31.196,0.035,27.453,0.017,39.808,0.035,34.112,0.017,74.738,0.246,55.112,0.159,34.973,0.246,25.904,0.159,54.839,0.043,55.124,0.045,36.892,0.062,31.089,0.027,77.031,0.062,59.23,0.027
43.307,0.233,35.827,0.066,50.509,0.233,34.194,0.066,89.584,0.233,57.601,0.066,41.554,0.045,23.485,0.014,52.882,0.045,30.085,0.014,23.904,0.021,24.48,0.021,20.385,0.017,34.524,0.014,14.902,0.017,16.184,0.014,23.474,0.01,30.288,0.021,73.622,0.031,75.914,0.007,26.565,0.007,32.387,0.007,24.052,0.021,25.068,0.01,43.33,0.021,46.681,0.01,47.427,0.021,50.224,0.01,29.425,0.033,22.43,0.012,31.749,0.037,27.291,0.025,40.124,0.037,33.893,0.025,74.703,0.256,54.887,0.147,35.092,0.256,25.906,0.147,54.903,0.05,54.876,0.039,36.893,0.043,31,0.031,77.051,0.043,59.315,0.031
43.35,0.188,35.696,0.09,50.727,0.188,34.117,0.09,90.148,0.188,57.546,0.09,41.796,0.024,23.575,0.028,53.179,0.024,30.111,0.028,23.816,0.003,24.345,0.028,20.854,0.01,34.373,0.01,14.904,0.01,16.211,0.01,23.247,0.014,30.067,0.01,73.841,0.017,75.992,0.007,26.749,0.003,32.603,0.007,24.026,0.008,24.862,0.008,43.23,0.008,46.583,0.008,47.258,0.008,49.8,0.008,29.314,0.021,21.986,0.019,32.204,0.023,27.206,0.021,40.362,0.023,34.298,0.021,74.398,0.291,54.621,0.165,34.503,0.291,25.673,0.165,55.048,0.045,54.66,0.05,35.64,0.037,30.028,0.037,74.23,0.037,57.2,0.037
44.943,0.205,36.162,0.042,51.867,0.205,34.465,0.042,91.572,0.205,57.939,0.042,41.368,0.028,23.257,0.028,52.556,0.028,29.829,0.028,23.86,0.021,24.429,0.014,20.949,0.017,33.417,0.01,15.278,0.017,16.236,0.01,26.893,0.014,33.422,0.007,74.769,0.017,76.73,0.021,26.761,0.007,32.815,0.01,23.941,0.008,25.033,0.017,43.331,0.008,46.793,0.017,47.703,0.008,50.258,0.017,30.024,0.037,22.377,0.023,32.437,0.041,27.11,0.014,40.45,0.041,34.32,0.014,74.047,0.25,54.334,0.138,33.936,0.25,25.231,0.138,56.875,0.05,56.333,0.05,35.561,0.052,30.129,0.023,74.625,0.052,57.833,0.023
45.129,0.205,35.849,0.049,51.869,0.205,33.995,0.049,91.595,0.205,57.582,0.049,41.114,0.035,23.115,0.024,52.692,0.035,29.811,0.024,23.89,0.014,24.675,0.01,21.819,0.01,33.565,0.017,15.617,0.01,16.261,0.017,27.14,0,33.439,0.01,73.485,0.031,75.28,0.024,26.762,0.017,32.456,0.007,24.011,0.014,24.814,0.019,43.328,0.014,46.779,0.019,47.794,0.014,50.271,0.019,30.834,0.023,22.728,0.012,32.575,0.035,26.945,0.021,40.488,0.035,34.138,0.021,73.853,0.242,54.228,0.176,33.856,0.242,25.118,0.176,54.843,0.052,54.254,0.029,35.802,0.029,30.144,0.025,75.081,0.029,57.809,0.025
45.263,0.188,35.528,0.076,51.758,0.188,33.925,0.076,91.623,0.188,57.431,0.076,41.854,0.017,23.477,0.014,53.243,0.017,29.94,0.014,23.786,0.014,24.55,0.017,22.565,0.028,33.617,0.017,15.857,0.028,16.442,0.017,26.344,0,32.54,0.007,72.088,0.042,73.775,0.024,26.851,0.01,32.167,0.007,23.882,0.021,24.664,0.008,42.837,0.021,46.195,0.008,47.758,0.021,50.263,0.008,30.088,0.041,22.06,0.008,32.564,0.035,26.846,0.021,40.437,0.035,34.412,0.021,73.354,0.252,54.203,0.167,33.173,0.252,24.66,0.167,55.28,0.058,54.489,0.037,36.014,0.056,30.318,0.035,75.476,0.056,58.175,0.035
45.159,0.219,35.123,0.083,51.749,0.219,33.581,0.083,91.663,0.219,57.007,0.083,41.733,0.017,23.329,0.014,53.15,0.017,29.934,0.014,23.818,0.01,24.429,0.014,23.236,0.021,33.405,0.007,15.938,0.021,16.246,0.007,25.94,0.01,31.892,0,73.158,0.031,74.454,0.014,27.032,0.007,32.711,0.01,23.394,0.017,24.234,0.014,42.233,0.017,45.51,0.014,47.256,0.017,49.496,0.014,30,0.025,21.833,0.019,32.719,0.045,26.653,0.029,40.597,0.045,34.251,0.029,72.987,0.227,53.771,0.161,32.397,0.227,24.318,0.161,56.61,0.043,55.503,0.045,36.316,0.043,30.48,0.029,76.016,0.043,58.657,0.029
47.697,0.257,36.281,0.052,53.609,0.257,34.645,0.052,93.965,0.257,58.049,0.052,40.688,0.042,22.884,0.014,52.136,0.042,29.252,0.014,23.863,0.007,24.515,0.003,23.748,0.007,33.432,0.017,16.057,0.007,16.278,0.017,23.894,0.007,29.403,0.021,73.533,0.021,74.785,0.01,27.176,0.003,32.926,0.007,23.417,0.01,24.16,0.021,42.507,0.01,45.672,0.021,47.581,0.01,49.683,0.021,29.21,0.019,21.244,0.004,32.73,0.035,26.516,0.021,40.234,0.035,34.266,0.021,72.702,0.264,53.648,0.136,32.365,0.264,24.224,0.136,54.783,0.062,53.771,0.035,35.48,0.066,29.766,0.039,74.115,0.066,57.268,0.039
47.477,0.16,35.918,0.049,53.075,0.16,34.335,0.049,93.704,0.16,57.475,0.049,41.154,0.045,22.997,0.024,52.82,0.045,29.642,0.024,23.674,0.01,24.259,0.01,23.909,0.007,33.075,0.007,15.915,0.007,16.229,0.007,25.698,0.014,32.04,0.007,73.977,0.021,75.084,0.003,27.42,0.01,32.828,0.017,23.615,0.008,24.627,0.008,42.736,0.008,45.944,0.008,47.958,0.008,50.049,0.008,29.162,0.025,21.126,0.006,32.971,0.052,26.588,0.033,40.189,0.052,34.494,0.033,72.544,0.233,53.489,0.145,32.534,0.233,24.287,0.145,56.055,0.066,54.649,0.035,35.528,0.07,29.74,0.045,74.814,0.07,57.355,0.045
48.373,0.191,35.895,0.056,53.692,0.191,34.554,0.056,94.522,0.191,57.756,0.056,40.133,0.038,22.443,0.007,51.62,0.038,29.01,0.007,23.951,0.014,24.762,0.007,24.068,0.014,32.559,0.01,15.841,0.014,15.966,0.01,24.966,0.014,31.16,0,74.083,0.017,75.001,0.017,27.609,0,32.92,0.014,23.595,0.021,24.27,0.006,42.751,0.021,45.97,0.006,47.962,0.021,50.004,0.006,30.038,0.037,21.682,0.008,33.098,0.033,26.588,0.021,40.251,0.033,34.103,0.021,72.447,0.289,53.11,0.18,32.394,0.289,24.43,0.18,55.135,0.054,53.602,0.052,35.18,0.062,29.64,0.027,73.641,0.062,56.763,0.027
47.884,0.188,35.384,0.059,53.312,0.188,34.091,0.059,93.868,0.188,57.63,0.059,39.728,0.014,22.189,0.017,51.114,0.014,28.638,0.017,23.714,0.014,24.419,0.028,24.391,0.014,32.617,0.017,15.822,0.014,16.258,0.017,24.96,0,31.211,0.01,73.922,0.024,74.461,0.021,27.658,0.007,32.884,0.007,23.538,0.012,24.406,0.006,42.711,0.012,45.81,0.006,47.851,0.012,49.893,0.006,31.64,0.025,22.738,0.023,32.503,0.06,26.054,0.033,40.413,0.06,34.147,0.033,71.849,0.244,53.064,0.169,31.514,0.244,23.664,0.169,54.568,0.043,53.315,0.039,36.221,0.056,30.236,0.045,76.147,0.056,58.317,0.045
49.476,0.198,36.214,0.045,54.269,0.198,34.764,0.045,95.028,0.198,57.742,0.045,39.779,0.021,22.237,0.014,51.32,0.021,28.628,0.014,23.553,0.007,24.521,0.007,24.674,0.01,32.728,0.024,15.756,0.01,16.202,0.024,25.289,0.007,31.592,0.017,73.627,0.038,74.109,0.01,27.59,0.021,33.057,0.024,23.376,0.019,23.986,0.014,42.555,0.019,45.551,0.014,47.319,0.019,49.512,0.014,31.391,0.027,22.503,0.01,32.291,0.025,25.931,0.025,40.288,0.025,34.219,0.025,71.354,0.262,52.849,0.103,31.192,0.262,23.356,0.103,56.514,0.06,54.989,0.031,35.565,0.054,29.669,0.037,75.241,0.054,57.779,0.037
49.206,0.215,35.635,0.059,54.129,0.215,34.369,0.059,95.109,0.215,57.716,0.059,40.032,0.01,22.481,0.014,52.056,0.01,29.052,0.014,23.454,0.01,24.414,0.024,24.943,0.014,32.671,0.024,15.851,0.014,16.191,0.024,25.697,0.014,31.95,0.017,74.258,0.028,74.551,0.007,27.846,0.007,33.256,0.014,23.264,0.012,23.867,0.014,42.314,0.012,45.55,0.014,47.944,0.012,49.759,0.014,30.383,0.033,21.694,0.017,32.118,0.023,25.834,0.017,40.103,0.023,34.195,0.017,71.06,0.281,52.803,0.167,31.204,0.281,23.379,0.167,60.753,0.076,58.565,0.043,36.418,0.074,30.141,0.045,76.628,0.074,58.657,0.045
49.165,0.219,35.312,0.059,54.022,0.219,34.242,0.059,95.173,0.219,57.551,0.059,40.839,0.038,22.732,0.01,52.514,0.038,29.184,0.01,23.377,0.014,23.845,0.014,25.135,0.007,32.613,0.014,15.844,0.007,16.035,0.014,25.243,0.007,31.799,0.014,75.835,0.021,76.018,0.028,28.604,0.014,33.377,0.017,23.219,0.012,23.923,0.017,42.226,0.012,45.389,0.017,48.012,0.012,49.682,0.017,31.572,0.012,22.593,0.012,32.28,0.031,25.849,0.023,40.555,0.031,34.249,0.023,70.866,0.242,52.533,0.161,30.68,0.242,23.298,0.161,58.572,0.041,56.663,0.045,36.616,0.068,30.454,0.037,77.715,0.068,59.104,0.037
50.207,0.188,35.971,0.056,54.734,0.188,34.639,0.056,96.078,0.188,57.757,0.056,40.796,0.035,22.798,0.017,52.782,0.035,29.261,0.017,23.587,0.003,24.034,0.021,25.153,0.014,32.676,0.01,15.269,0.014,16.204,0.01,19.776,0,31.754,0.003,75.748,0.017,75.971,0.014,28.392,0.01,33.268,0.007,23.359,0.019,23.984,0.01,42.544,0.019,45.512,0.01,48.167,0.019,49.369,0.01,30.357,0.021,21.639,0.01,32.183,0.031,25.598,0.025,40.76,0.031,34.336,0.025,70.64,0.279,52.349,0.155,30.645,0.279,23.016,0.155,58.096,0.045,56.088,0.045,36.88,0.043,30.682,0.035,78.098,0.043,60.002,0.035
50.182,0.201,35.954,0.031,54.598,0.201,34.457,0.031,96.011,0.201,57.755,0.031,40.082,0.028,22.265,0.014,52.022,0.028,28.749,0.014,24.128,0.01,24.614,0.014,23.081,0.028,32.519,0.017,11.837,0.028,15.769,0.017,11.888,0.01,29.966,0.01,76.993,0.028,76.872,0.017,29.005,0.01,33.703,0.007,22.875,0.021,23.305,0.01,41.835,0.021,44.683,0.01,47.467,0.021,49.264,0.01,30.483,0.027,21.778,0.002,31.899,0.029,25.543,0.027,40.588,0.029,34.376,0.027,70.304,0.267,52.122,0.163,30.055,0.267,22.797,0.163,61.437,0.048,58.822,0.048,37.285,0.079,30.947,0.035,79.334,0.079,60.301,0.035
49.902,0.229,35.286,0.049,54.236,0.229,34.226,0.049,95.567,0.229,57.679,0.049,40.36,0.049,22.437,0.017,52.267,0.049,28.879,0.017,23.899,0,24.594,0.01,19.752,0.014,32.569,0.01,8.621,0.014,15.753,0.01,7.845,0.014,31.681,0.01,76.28,0.024,76.979,0.01,28.368,0.021,33.911,0.01,22.954,0.012,23.708,0.01,42.114,0.012,45.22,0.01,47.773,0.012,49.578,0.01,30.3,0.031,21.59,0.012,32.036,0.025,25.509,0.023,40.485,0.025,34.264,0.023,70.228,0.291,52.037,0.167,30.098,0.291,22.807,0.167,57.675,0.064,55.695,0.045,37.182,0.05,30.92,0.041,79.023,0.05,60.39,0.041
50.464,0.201,35.362,0.062,54.732,0.201,34.351,0.062,96.134,0.201,57.595,0.062,38.708,0.038,22.67,0.021,50.769,0.038,29.196,0.021,23.491,0.017,23.755,0.01,15.855,0.017,32.011,0.021,6.284,0.017,15.58,0.021,5.209,0.01,29.905,0.014,66.568,0.014,74.607,0.01,25.685,0.014,33.287,0.01,22.403,0.017,23.82,0.031,40.083,0.017,45.287,0.031,46.102,0.017,49.943,0.031,30.499,0.021,21.811,0.017,32.385,0.033,25.769,0.014,40.663,0.033,34.332,0.014,70.309,0.258,52.001,0.178,30.574,0.258,23.052,0.178,56.199,0.062,54.785,0.05,35.517,0.054,29.811,0.027,74.975,0.054,58.033,0.027
50.099,0.167,35.126,0.056,54.197,0.167,34.074,0.056,96.039,0.167,57.599,0.056,29.372,0.017,22.416,0.031,41.925,0.017,28.996,0.031,22.503,0,23.425,0.01,12.7,0.007,31.762,0.021,4.874,0.007,15.339,0.021,4.203,0.014,29.708,0.014,53.92,0.024,71.155,0.007,21.413,0.021,33.135,0.014,21.345,0.033,23.536,0.008,38.687,0.033,45.128,0.008,44.64,0.033,49.698,0.008,29.531,0.039,21.309,0.006,32.124,0.031,25.561,0.017,40.915,0.031,34.413,0.017,69.966,0.248,51.546,0.155,30.067,0.248,22.599,0.155,53.501,0.054,56.082,0.056,35.476,0.041,30.258,0.037,73.047,0.041,59.1,0.037
51.359,0.226,35.804,0.073,54.995,0.226,34.67,0.073,94.377,0.226,57.839,0.073,21.014,0.038,21.786,0.017,32.549,0.038,28.497,0.017,20.751,0.01,23.066,0.021,10.425,0.01,31.295,0.014,3.933,0.01,15.123,0.014,3.757,0.007,30.967,0.007,43.56,0.028,69.174,0.014,17.319,0.021,32.73,0.014,21.05,0.01,23.837,0.014,38.244,0.01,45.767,0.014,43.731,0.01,50.114,0.014,26.683,0.033,21.725,0.012,31.144,0.021,25.334,0.014,39.954,0.021,34.224,0.014,66.644,0.227,51.557,0.151,27.721,0.227,22.52,0.151,48.021,0.072,56.187,0.029,33.284,0.066,29.867,0.033,65.027,0.066,58.253,0.033
46.094,0.233,34.893,0.059,49.564,0.233,33.978,0.059,82.139,0.233,57.193,0.059,15.34,0.035,21.464,0.021,23.584,0.035,27.984,0.021,18.628,0.014,22.695,0.003,8.658,0.003,31.112,0.017,3.448,0.003,15.12,0.017,3.325,0.014,30.206,0.003,37.178,0.007,69.188,0.014,14.312,0.014,32.814,0.01,20.724,0.012,24.14,0.012,37.627,0.012,46.038,0.012,42.749,0.012,50.626,0.012,21.395,0.021,21.275,0.014,27.799,0.031,25.001,0.027,36.714,0.031,33.928,0.027,58.348,0.246,51.086,0.155,22.93,0.246,22.31,0.155,40.914,0.037,54.254,0.035,30.257,0.039,29.693,0.043,55.941,0.039,58.037,0.043
40.297,0.163,35.094,0.062,44.341,0.163,33.981,0.062,69.317,0.163,57.044,0.062,12.987,0.021,21.493,0.031,19.106,0.021,28.265,0.031,16.7,0.007,22.284,0.01,7.507,0.021,30.859,0.021,3.096,0.021,15.123,0.021,3.188,0.007,30.046,0.007,32.453,0.028,70.226,0.017,12.181,0.014,32.994,0.017,20.356,0.025,24.12,0.014,37.051,0.025,46.089,0.014,41.852,0.025,50.716,0.014,17.395,0.023,21.425,0.008,24.208,0.012,24.96,0.023,33.288,0.012,34.248,0.023,49.73,0.246,50.825,0.167,18.677,0.246,22.035,0.167,36.716,0.037,54.42,0.041,27.427,0.043,29.945,0.033,48.176,0.043,58.84,0.033
